method,dataset,sequence,seed,run_id,status,notes,ate_rmse_cm,ate_error_std_cm,rpe_trans_rmse_cm,path_length_ratio,success_by_threshold,success_threshold_cm,keyframe_ate_rmse_cm,kf_propagated_ate_rmse_cm,method_raw_mean_reliability,method_raw_low_reliability_ratio,method_raw_tri_dynamic_evidence,method_raw_tri_unmapped_evidence,method_raw_tri_boundary_evidence,method_raw_tri_static_weight,method_raw_gaussian_static_prob,method_raw_gaussian_low_static_ratio,source_dir
EXP39C-sm-balloon,BONN,exp39c_sm_balloon,0,2026-08-23-12-56-54,OK,final trajectory from MonoGS run,6.7469,2.4445,1.5132,149.1361,0,5.0,6.7974,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,results/runs/EXP39c_sm/datasets_bonn/exp39c_sm_balloon/seed_0/2026-08-23-12-56-54
