frame,stem,n_removed,tex_gt,tex_null_med,tex_ratio,lam_all,lam_gt,n_plain,n_tex,lam_plain_med,lam_plain_q05,lam_tex_med,lam_tex_q05,loss_gt,loss_pred_at_tex_gt,loss_resid_sd
25,1548266067.01153,1085,27.99969482421875,1.710138738155365,16.372762162221132,911371.1814791979,899603.4099298567,32,0,910006.1246127207,905724.5167173134,nan,nan,0.012912161135314348,0.009297117027240983,0.0021284920853569247
26,1548266067.07826,2528,31.229015350341797,4.164456725120544,7.4989410171954285,777369.0712421593,757992.4047793775,32,32,772823.6216238101,766967.7574494631,769531.0273525065,763916.1531781653,0.02492595496733596,0.01361761430187678,0.002808708757753384
27,1548266067.14498,3438,33.3508415222168,9.798010349273682,3.4038381603351815,879119.7786683642,845630.5612234885,32,32,872474.5963686378,850062.1651098595,860327.7769082907,843617.3643736445,0.03809403252831256,0.024758362216335823,0.008721313644356814
28,1548266067.21172,2520,21.328672409057617,6.580656051635742,3.2411164239097388,697959.139844101,671925.7480287305,32,32,689510.9174219584,678130.2769912652,688152.3956684689,680519.0296658116,0.03729930640522228,0.020269746246734728,0.0077818343249435205
29,1548266067.27846,3195,17.66991424560547,9.020962715148926,1.9587614763036696,762480.3389842113,729833.5103525299,32,32,751866.037726581,736133.573437456,746916.025193603,737649.5032702239,0.04281661698342809,0.01838826788835903,0.010515639080483941
30,1548266067.34520,2443,17.643213272094727,4.970475673675537,3.549602579394183,695389.5710381331,683216.5440776364,32,32,692378.3350499598,686756.6819810509,687592.8552193752,675533.3089212987,0.017505334372967085,0.015304133067508946,0.0038918969829716647
31,1548266067.41194,6246,30.419918060302734,24.60382080078125,1.2363900024559114,767451.9259452885,737438.0305191138,32,32,746738.7309550438,728689.020455249,740589.898586299,714313.0269645053,0.039108502319811,0.03144750392541282,0.013751063344694853
32,1548266067.47866,9312,27.762908935546875,28.359764099121094,0.9789541562656117,629288.3904257581,604942.8990351927,32,32,601263.5570643384,588656.7462031469,604775.8804506032,584228.5258507665,0.03868733598294094,0.04052954173280145,0.014961543012578278
33,1548266067.54540,6163,27.071762084960938,16.013758659362793,1.6905314149425401,623870.937519858,589839.7438115798,32,32,609714.7264681057,597293.0814695626,611145.4883144693,599397.4234639539,0.05454845170952527,0.024623499065814916,0.01056692100404151
34,1548266067.61213,7073,36.113407135009766,16.85890483856201,2.142096861025409,724582.7850131337,705433.9492438968,32,32,711371.4384615738,702105.0778349746,709373.3328029899,699603.7939664735,0.026427395413334054,0.021954484064883324,0.007248519156694597
35,1548266067.67886,1804,15.661636352539062,5.411969184875488,2.893888678506839,768434.3654630821,764695.6089585372,32,22,763661.0292904157,755329.576546235,763131.706279166,755448.3966759831,0.00486542074714702,0.0110539933994156,0.005057526632066495
36,1548266067.74560,2993,33.448081970214844,11.102282047271729,3.0127213331275766,847132.130090291,831686.2665285742,32,19,837514.2020898466,822655.7269272003,832243.7252122116,828555.6879810384,0.018233122098757604,0.024403243820559483,0.007151727719767429
37,1548266067.81233,3233,51.133506774902344,18.35855484008789,2.7852686238269038,1135948.1800438175,1110111.9532378544,32,22,1124320.5254776138,1115575.3115247455,1105630.6520582205,1101789.9418118908,0.022744194902417525,0.01737995718604323,0.0037870675449062276
38,1548266067.87905,1048,8.783777236938477,2.7279242277145386,3.219949127508408,1068627.8592854103,1062555.9274879794,32,32,1066080.5819869163,1057160.6140056872,1062931.9093274372,1057571.8167194077,0.005681989052289116,0.0057591029436934935,0.002084118456661638
39,1548266067.91241,1063,27.65431022644043,5.205583333969116,5.312432527202435,1174456.6705943793,1158530.7526016035,32,16,1169267.6343533108,1157961.9106184582,1158800.0764908027,1154636.639169429,0.013560243124776883,0.01648013124797077,0.002957905186279297
40,1548266067.97916,2834,36.109676361083984,9.968799591064453,3.6222692643406074,923070.7590133186,897376.0840046132,32,32,914000.2038476004,900213.5948635415,899550.9867600093,893025.5191017701,0.027836083808104428,0.024928230438045887,0.004023396612754471
41,1548266068.04590,1581,13.405657768249512,3.0335835218429565,4.419083131129791,904163.7430999815,898334.8095072435,32,12,900004.0969180858,880567.2335957437,885840.8448941957,881920.8203330511,0.006446767675900356,0.008743363197134405,0.007079569048514361
42,1548266068.11264,3865,38.538726806640625,25.945556640625,1.4853690495233973,979275.4629985589,954746.3995817704,32,32,964131.6096236368,949223.5607297656,959717.3495734141,939242.7718679975,0.025048175251609073,0.021268575875654585,0.006878352202080977
43,1548266068.17938,1307,10.360466003417969,3.768137574195862,2.7494925011141453,850478.6365392803,842264.8740231209,32,32,847458.5629660398,841085.5009152214,844677.5488616102,838110.0625195599,0.009657811687760254,0.008577517145162403,0.002831041016789753
44,1548266068.24612,1255,16.301240921020508,4.074072360992432,4.001215363059869,1023826.8825582005,1010059.4889329846,32,32,1019744.3561158173,1012246.4366325302,1015939.5484155037,1010630.5932526736,0.013446993685901076,0.009405394115787847,0.002231940990398143
45,1548266068.31286,48833,183.06317138671875,143.57867431640625,1.2750025187117968,892139.599659946,433466.63957159524,32,32,647741.1060558069,578158.314354449,632195.8974090058,578158.314354449,0.5141268925437025,0.288265589303802,0.04974368653229672
46,1548266068.37960,2347,12.073226928710938,4.932070732116699,2.4479022269677517,835251.9185352105,824461.5288359465,32,32,831516.6370955259,819782.3689953301,828081.2171041294,817339.9375281375,0.012918724829973804,0.010356672942269236,0.005257182532319665
47,1548266068.44634,1766,12.056234359741211,6.463875770568848,1.8651711121422454,1161079.7106375573,1139926.5568508694,32,32,1153372.3831328764,1142649.3907173018,1152170.1740635778,1141474.0418845986,0.018218519876703865,0.0081323006606645,0.004422208677401063
48,1548266068.51307,673,3.4698426723480225,3.866782307624817,0.8973462678532281,1155925.6389059843,1153845.201682147,32,30,1152153.8504329808,1143976.5463298345,1152581.6968866298,1147839.3463961899,0.0017998019542211363,0.0035408594854783463,0.0032424037565234464
50,1548266068.64652,1614,11.969070434570312,3.388345241546631,3.5324235227892413,1105965.1542232628,1093324.1326830243,32,26,1098555.6594670736,1091003.1146966459,1093466.9725494543,1086142.839516351,0.01142985517397832,0.008531926378270329,0.003867343006130451
51,1548266068.71324,1121,13.24648666381836,1.4313496351242065,9.25454294238101,1170509.5050455618,1165673.389878948,32,12,1167152.3141515828,1164605.2756578214,1164558.9299259298,1161329.867820152,0.0041316325461411285,0.007659078513027469,0.0010615097577005297
52,1548266068.77998,5152,25.523048400878906,11.117605686187744,2.2957324734576754,1084061.8012986444,1041753.3342404617,32,32,1060013.32979591,1046083.9996210559,1050910.4932293943,1040450.7887166649,0.039027726101500404,0.03133490311283272,0.004139079681833419
53,1548266068.84673,5459,69.79431915283203,27.14487361907959,2.5711786369775176,1073556.4389196783,1021362.3033378653,32,32,1048657.369711131,1025263.346645324,1032441.4161825865,1022821.8612105548,0.0486179707834794,0.03999584968710891,0.004796047247559551
54,1548266068.91347,5927,44.342613220214844,23.033207893371582,1.9251601177522306,953662.9156245991,922240.7127853669,32,32,935301.2708736107,922392.4559022188,930095.2970879095,922949.9715639623,0.03294896165554706,0.026983608310596124,0.007219764603206558
55,1548266068.98021,46459,247.9053192138672,200.31729125976562,1.2375632560465826,925602.4998835806,428162.8559202422,32,32,629525.5824446955,517622.84342085326,607567.6545587778,501124.5505834367,0.5374225372402353,0.3801157824796001,0.05634774690735083
56,1548266069.04693,7854,53.71112823486328,34.302743911743164,1.5657968462539193,844571.3103721954,821363.8035659395,32,32,821733.6158912127,810399.5857582105,824042.4390892456,813301.1179416231,0.027478445598665413,0.02524684150197394,0.006555541497994506
57,1548266069.11368,8340,81.13196563720703,40.537288665771484,2.0014156917631376,888999.7796521268,845906.2346859602,32,32,861763.3484357053,845392.5484197696,853593.819411087,839969.2958835756,0.04847419082941673,0.04812765850719282,0.005963814140488988
58,1548266069.14704,5149,41.18068313598633,20.321722984313965,2.026436595350359,794509.6949965414,768719.954579108,32,32,782101.7771039987,770960.1811303458,775718.7581184849,765442.1047449127,0.03245994426480292,0.027267913047436435,0.005495029357058879
59,1548266069.21378,4508,59.978946685791016,20.48786449432373,2.9275353076651056,908446.6410142521,876484.8103018957,32,20,892335.3305031966,882054.6100192516,882717.9231608566,879579.0250051622,0.035182947758684024,0.0340231839857413,0.0055171257497150785
60,1548266069.28052,2975,49.71450424194336,16.588781356811523,2.996875006826832,972208.497972793,936436.459504587,32,19,961647.932188713,949149.703551431,942781.5861614497,937057.3530863834,0.03679461611660073,0.029277253771189914,0.004672443833154305
61,1548266069.34725,7078,70.00753784179688,34.7493953704834,2.014640459075792,870805.5051307793,829385.1439863561,32,32,851710.2503168681,839214.9398274703,841729.1512286076,832515.3743440704,0.04756557107227133,0.03911816268461422,0.005791487274025137
62,1548266069.41399,4503,41.57383728027344,23.16478729248047,1.7946997205438937,870371.8816840771,850032.8731864713,32,32,857246.6834551699,848442.2856804661,851438.7475139918,842782.2802708029,0.023368181952583278,0.01807385191127298,0.006998838159030111
63,1548266069.48073,3728,30.989351272583008,15.372232437133789,2.015930438166149,834566.6120403253,822101.4843743092,32,32,826504.2601433191,816000.3216938273,817802.8535877186,802394.7991937537,0.014936048826038828,0.015234069405848956,0.005721111211158652
64,1548266069.54748,4464,53.307281494140625,25.339372634887695,2.103733279518776,879724.5279650363,856304.8852784485,32,32,861882.0244202907,843455.4624811377,853695.6892376461,833388.2200069185,0.02662156384426584,0.04005633009854313,0.0058927284378900635
65,1548266069.61421,2011,33.106082916259766,9.305898666381836,3.5575374397593262,987035.8549956734,968651.8349358703,32,17,981683.0614563008,966580.6350478192,967984.4676385548,960085.7222438381,0.01862548352904947,0.021945365294682145,0.003854066197514737
68,1548266069.81439,23980,122.20149230957031,117.6999740600586,1.0382457029872814,739414.6615610472,454927.57144803664,32,32,642845.3913489149,577541.5278588262,639606.8359600173,550549.6494238359,0.38474634721524636,0.13854234864872625,0.03538277176053955
69,1548266069.88113,25169,129.64239501953125,115.19987869262695,1.1253691973534052,829545.2349979361,500176.02947264945,32,32,718033.5984075374,551575.6799752532,704688.3453618903,551575.6799752532,0.39704791448305543,0.18092922448709892,0.06394333017930999
70,1548266069.94787,1546,11.845118522644043,6.86187481880188,1.7262218905812485,820845.862837211,817098.9714592363,32,32,817598.2072634338,812059.4112888845,816779.1125833921,814608.7554854547,0.004564671088215899,0.006586864458854992,0.0029544584330623664
71,1548266070.01461,31012,148.92636108398438,99.95818710327148,1.489886575575061,750550.8682026763,440797.9196994269,32,32,644428.3301707385,603506.8640653632,625284.4923402357,515617.8669289536,0.41270080633576023,0.1999978381654658,0.025358904998690673
72,1548266070.08137,2599,33.469879150390625,10.544062614440918,3.1742868355647857,870211.578837324,840771.0954164462,32,32,859920.4269474214,852902.6433296932,848900.580652032,840922.8890483179,0.033831408518159245,0.019990771854888456,0.004166857558792124
73,1548266070.14811,2798,23.058263778686523,7.179667949676514,3.2116058765260074,789178.4909069341,764804.2329748013,32,3,781787.3451758425,767374.257793553,776416.8447498012,nan,0.030885608532135178,0.018057624822474118,0.00853368303335818
74,1548266070.21483,4172,42.56001281738281,16.927250862121582,2.5142897192254727,941785.4391712891,911387.1044942907,32,13,925778.4655417266,917614.6497520589,923215.2263384507,916001.8091499901,0.032277346211412095,0.02648977433012355,0.004825226480778973
75,1548266070.28157,4196,47.249229431152344,14.551599025726318,3.2470128779399885,912657.9577885276,871373.1622708247,32,14,898646.3052922126,890674.1869730457,877721.3499184602,869994.5856527556,0.045235781012352816,0.02716543635738328,0.004457422814106824
76,1548266070.34831,3743,33.155677795410156,8.274437427520752,4.007000848799035,832012.4938806958,788390.9918913504,32,9,823577.3805188838,796160.6602987142,791439.9098591122,781522.2343969863,0.052428902582802306,0.04882676744898561,0.007413299228305084
77,1548266070.38168,3906,37.34648132324219,10.811191082000732,3.4544280126006988,866632.5151626968,807961.3040066445,32,14,854907.1546713628,838767.9160241944,817648.9720578846,813482.6789147947,0.06770021910040813,0.04869190853188947,0.004592962043157911
78,1548266070.44843,3349,25.669166564941406,8.454452991485596,3.036171185858221,777045.0029397,757004.8720834652,32,16,767740.1022124223,760326.6343932205,757989.0503568507,749222.4117143116,0.025790180466278567,0.02344340752115402,0.005735060839163919
79,1548266070.51516,6931,53.284507751464844,25.917325019836426,2.0559416417659735,733491.3774141769,704653.9569769417,32,32,720394.3852513689,707930.0930988044,721063.1365055963,697191.7160379855,0.03931528212219426,0.016984669394982103,0.008472465101295203
80,1548266070.58190,5653,63.192832946777344,26.818008422851562,2.35635815868157,786675.2894645887,758101.407311166,32,11,773195.1734864595,764241.3593965219,764424.016124803,760313.3721694534,0.036322333415188424,0.018127507026028392,0.006416387613525678
81,1548266070.64864,8417,55.17881774902344,21.36276912689209,2.5829431297632057,658884.8557494975,635215.6371696941,32,32,640567.3977806763,621677.0340935971,635396.2236909249,624522.2600187918,0.035923148594573684,0.043321264687397304,0.01345971172526354
82,1548266070.71538,3896,57.12260437011719,14.031057357788086,4.0711546474015865,798518.4769519726,781909.9242071637,32,10,784971.5191110147,774261.7549154233,784200.8966802479,775978.1914470902,0.020799209065525237,0.024205261663527967,0.008887886228599632
83,1548266070.78212,4662,36.79745101928711,12.06761646270752,3.0492724999176137,691192.905538313,672087.2868874677,32,32,680182.6612905071,669770.2024651233,676149.9040161913,663341.0849911477,0.02764151439888618,0.028743922714494524,0.00593627347136941
84,1548266070.84886,3980,43.1114616394043,16.22470188140869,2.657149693998642,748322.1526148188,730883.5744273807,32,27,735304.2363000567,720226.6297826932,735140.0729149393,727954.9543074525,0.023303570696796116,0.018536824488125544,0.011156968201831248
85,1548266070.91561,4088,35.59621047973633,12.095070838928223,2.9430344769184176,739277.1394469911,712078.8447658329,32,32,730608.8648928686,720772.4542263182,728462.2807902263,714624.0706741866,0.03679039054488231,0.015345887085358167,0.007259652824368136
86,1548266070.98235,3612,28.073604583740234,11.547578811645508,2.431124744126323,728840.3807351534,701132.051390496,32,32,720731.2998553058,705349.8279615493,718713.9781170767,711531.2926029923,0.038017006298017075,0.014433778102990916,0.008253097002755061
87,1548266071.04909,2735,40.42457580566406,7.690237522125244,5.256609524655161,824384.4447753961,794700.0884712625,32,6,815317.2191815221,807657.5391052953,809724.0158284793,nan,0.036007904433739246,0.022773652246531544,0.005494147393014226
88,1548266071.11581,1320,22.701072692871094,3.7145525217056274,6.111388265536583,756481.6919608549,741902.9250715009,32,1,753289.9521573433,745215.7221487598,753863.5647945643,nan,0.019271803989815983,0.020561345215197584,0.005301831720667705
89,1548266071.18255,3237,25.632617950439453,7.203001976013184,3.558602098930278,749224.1729619873,725701.2804919917,32,24,744166.2705449495,735977.0310635248,737889.1557943935,727069.6104160593,0.03139633412654064,0.020162509007053197,0.00466965721212288
90,1548266071.24931,1721,34.50165557861328,6.887628793716431,5.009221113961465,730483.8204307453,722905.60675778,32,1,725209.703563883,715115.7480711128,722079.4346710264,nan,0.010374238909900302,0.03133454698629298,0.004883029894802578
91,1548266071.31605,3200,47.685386657714844,12.548648357391357,3.8000416697968413,761419.1158839883,747995.5515947578,32,9,749217.4877837726,736735.117049855,743999.3880174314,740485.8369400718,0.017629665461768806,0.050864921502917625,0.00788903212132011
92,1548266071.38276,1550,29.254405975341797,6.0998854637146,4.795894308075576,732062.3138820787,705512.9938862999,32,1,726130.255837016,714552.1287909243,723468.341007153,nan,0.036266475534015075,0.029456880580371488,0.006696291531591764
93,1548266071.44950,1712,26.246601104736328,5.881359815597534,4.462675627348898,739281.5821195289,722398.4151575381,32,1,734308.8806164232,726449.9486176731,724682.1073015048,nan,0.022837261701537992,0.024288867073422343,0.00449390591590823
94,1548266071.51624,677,5.920107841491699,0.6690677106380463,8.84829404761751,812928.044741835,808692.21027697,32,32,812028.9507318926,804179.0987877494,808763.8031301429,799324.9118487441,0.005210589660749276,0.006794709559380633,0.0032478582009971527
95,1548266071.58297,1249,6.074052810668945,4.877385854721069,1.2453500689902484,842872.0635396931,838001.0931265911,32,32,838122.7887187861,829448.6599300419,836064.6617118691,826400.386294471,0.005779015136230914,0.006223754234146427,0.004819640535901145
96,1548266071.61635,1386,36.16537857055664,4.818293571472168,7.505847876244446,879604.0378000244,873185.0271472017,32,4,875999.3963677658,863540.4709763249,871813.9874627485,nan,0.007297613900087652,0.01889915975661529,0.005322167278712924
97,1548266071.68309,1213,17.815929412841797,6.596121549606323,2.700970453448528,851964.999968706,841745.0071222796,32,16,845677.639723408,839431.1711441028,840773.9018034132,830583.8575058167,0.011995789553328917,0.014855195245528027,0.0031821284805681207
98,1548266071.74983,1872,31.974552154541016,5.882246017456055,5.435772672488344,734421.9479649531,719969.8853452465,32,5,729010.8455575309,716344.1209910427,720808.3463887956,nan,0.019678146411272968,0.02191784578279418,0.006852509161757126
99,1548266071.81658,602,2.3748674392700195,3.6872767210006714,0.6440708465801059,903432.8104858828,900835.1759163304,32,7,899907.2024209788,894830.5260241362,900663.3267566182,nan,0.002875293590627215,0.0032218641119415017,0.0021525330411414226
101,1548266071.95006,1401,22.691993713378906,2.0672510266304016,10.976893188616105,803704.9641569889,783644.4915065021,32,12,800793.9857590526,793050.5260704773,784948.8885858941,774224.5975141712,0.02495999595016596,0.029117333128363516,0.00196725543950369
102,1548266072.01678,3394,21.216304779052734,17.404848098754883,1.218988218608499,914616.3739930951,894825.3521675002,32,32,902977.1184739548,869470.1476106261,895584.311216607,883533.3680560216,0.02163860432455411,0.023852062735135272,0.008109312054870673
105,1548266072.21699,981,10.700174331665039,4.005515813827515,2.6713599019449057,856435.1601099893,847104.1933716283,32,17,852052.6019717548,845140.9263655274,848215.2952743407,843552.7198932986,0.010895123382326677,0.00855096765791418,0.0030151135132581723
106,1548266072.28372,988,6.583380699157715,2.6498446464538574,2.484440251230537,680802.681836636,675969.1901201593,32,26,676920.6425023016,671667.8619469294,675102.9131474756,671556.4212884749,0.007099695470407341,0.008858114236871276,0.003025643129002321
107,1548266072.35046,5452,44.70323181152344,26.89284324645996,1.6622724269739664,775445.5669172002,751838.2796324675,32,32,750537.4435807676,703484.4938245728,737626.2639620256,714161.9984375801,0.030443513112833887,0.059295922891985646,0.01335902663850938
108,1548266072.41720,1380,32.141422271728516,5.921544551849365,5.427878147381393,816880.9101956206,809325.2542420585,32,7,811584.2595777917,797497.2053850509,810945.7918629046,nan,0.009249397138871518,0.021911438671399084,0.005810657309348922
111,1548266072.61739,639,5.223318576812744,1.9421935677528381,2.6893913477719122,818591.2907360526,817450.2909624527,32,32,817914.0414099966,807998.7767472038,815434.8895991575,809417.8963580823,0.001393857699822254,0.005132418263036195,0.003595938739055346
112,1548266072.68413,854,26.455951690673828,2.475098490715027,10.68884805591353,787127.1459979431,781649.1086392467,32,2,786328.5589164416,776100.080307773,772926.7426790235,nan,0.006959533013883301,0.027265831479643413,0.003901820788356216
113,1548266072.75087,1243,9.812538146972656,3.9763845205307007,2.4677035372985117,668502.035678407,664130.145396506,32,32,663664.4880938837,659496.3557023556,661403.904080929,655170.7864634703,0.006539830918337208,0.010413587733525695,0.003376722679175913
114,1548266072.81760,969,27.661819458007812,5.290205955505371,5.2288738265890995,794259.293898225,784161.0814476453,32,7,790043.0460120549,783411.747510606,786845.5098740398,nan,0.012713999733031223,0.015598860664171191,0.0031176063006757427
116,1548266072.91774,510,13.498194694519043,2.3198002576828003,5.818688333107655,786448.0394105891,783630.0616668623,32,3,785179.6052552694,778575.4690154365,777483.7957242518,nan,0.0035831709184992455,0.008896617719472309,0.002253501426641136
118,1548266073.05122,1002,11.54118537902832,2.5592178106307983,4.509653430468913,754558.9887549117,748082.8130467946,32,32,753545.216607058,744352.5452608947,745653.2808436491,738759.7641798597,0.008582729520992594,0.011508926349232746,0.002474576876543664
120,1548266073.18470,867,13.709325790405273,0.8873857259750366,15.449116871180026,744755.5904360729,740942.7615502585,32,30,743852.829936119,733250.1842043772,739306.7410030472,729873.3558421605,0.005119570681680785,0.013044598100554394,0.0033742299523460005
121,1548266073.25142,887,36.87942123413086,2.665598154067993,13.835326670619443,691660.7115423954,679942.6224191923,32,3,689163.9126889096,683019.615352292,681044.5711490135,nan,0.016941961467020206,0.027526141215740967,0.0030395412499408993
128,1548266073.71856,1406,7.070965766906738,4.1115113496780396,1.7197972145839862,689613.9173433086,649376.1899148113,32,6,683594.5442339387,678422.375559469,678956.339450971,nan,0.058348195151731286,0.011074881575493408,0.010090260542192142
129,1548266073.81866,5166,10.487678527832031,27.806748390197754,0.37716306777994496,713619.7787803,615933.8453986215,32,23,694415.5032436474,679151.213609928,692870.0466272141,648498.1185489089,0.13688792867910804,0.022262018537343078,0.022085935112997276
130,1548266073.88539,6913,13.159578323364258,28.07731819152832,0.46869071446199784,839429.8103802183,708771.1611714113,32,32,817104.2040492226,708288.8519474608,817367.9396396686,694104.3865079841,0.15565166687328558,0.05586369505289966,0.04319249220637664
131,1548266073.95213,5712,9.106264114379883,36.12578773498535,0.2520710186635208,972031.3642317543,737807.154026403,32,8,944696.8288714332,924102.6675552338,927138.0935769908,909665.3284398945,0.24096363432724277,0.030487151780057193,0.019902089894885445
132,1548266074.01887,21544,62.29154586791992,108.22549819946289,0.5755718098253954,1159438.874825216,560221.4764111837,32,32,1085785.858346752,770191.9631816713,1126336.7902546683,697438.5557029794,0.5168167217994684,0.13757218759861242,0.10229353866845463
133,1548266074.08561,27572,98.45194244384766,138.73934173583984,0.7096180593915493,1129176.309880477,494597.24131541006,32,32,1034528.0069787605,727677.9366051232,1028202.3835803616,608858.8861261142,0.5619840436009829,0.23046948996279304,0.12002125845591051
134,1548266074.11898,29929,85.37129974365234,145.16111755371094,0.5881140981989491,1059918.7595460212,541103.9765204289,32,24,973652.24930241,622474.1921699295,649549.6424965042,579622.6971562492,0.48948542362606007,0.2565243227129064,0.11659374290487019
135,1548266074.18572,32194,103.94268798828125,131.65581893920898,0.7895031820528643,1079108.2452685146,477200.340456582,32,32,1001257.7780275207,657217.5571960271,1039783.1041768184,821835.604075392,0.5577826946009108,0.057961929881253496,0.10524782061954747
