frame,stem,n_removed,tex_gt,tex_null_med,tex_ratio,lam_all,lam_gt,n_plain,n_tex,lam_plain_med,lam_plain_q05,lam_tex_med,lam_tex_q05,loss_gt,loss_pred_at_tex_gt,loss_resid_sd
0,1548266469.88217,6178,18.671100616455078,26.597887992858887,0.7019768118982971,2064110.3066696296,2041790.8777202023,32,32,1994512.2926185015,1857224.5007476097,2028552.0690650062,1957183.5707130507,0.010813098930472886,0.023420694371707858,0.02088659260660188
1,1548266469.88217,6178,24.325973510742188,29.448766708374023,0.8260438799233272,2108627.3258565697,2079849.621982543,32,32,2034566.515523744,1930116.1246518528,2083477.8067199085,1950841.8624017974,0.01364760075009297,0.03116838333747396,0.020729726514929294
2,1548266469.91552,5734,73.8743667602539,24.956377029418945,2.960139874196071,1915334.2827113823,1849414.516444997,32,14,1877230.52822101,1684637.0284971867,1830297.1427019462,1724337.6702733687,0.034416846636853404,0.055327932017260426,0.036657259031354535
3,1548266469.94889,28591,299.47503662109375,149.87264251708984,1.998196812916973,2068308.0755199592,550965.6858511018,32,32,1405410.0756804128,920781.3997690564,961094.721879178,844911.9505292217,0.7336152711618686,0.7142818430770046,0.03443406409429828
4,1548266469.98226,4969,28.818504333496094,13.884180068969727,2.0756360253425155,1919641.077457045,1901698.6047496197,32,32,1904374.773921919,1848585.4110181422,1855836.4448051222,1753192.108118285,0.009346785145478154,0.03999361114402876,0.013647694920464205
5,1548266470.01563,5410,37.70555114746094,20.157771110534668,1.8705218419587875,1751618.1022373203,1704027.237466858,32,32,1726093.1132717666,1609213.8038222531,1699275.4115253224,1594452.6911688156,0.027169657992044627,0.028492494292858987,0.02812253863245728
6,1548266470.04900,7995,142.48489379882812,44.735830307006836,3.1850284843491807,1854394.9516801345,1757994.448433409,32,15,1840447.7845055778,1745696.872388717,1746930.5363783375,1730506.6501053828,0.05198488227083664,0.05710388894753583,0.012888810633930022
7,1548266470.08237,23804,170.13845825195312,142.44707489013672,1.1943976974126957,1980826.5570538763,576368.6467278064,32,32,1656542.8339743393,1393409.3561437055,1550573.3892944227,1121293.356114327,0.7090261917807427,0.19856850227640327,0.06604274719454921
8,1548266470.11574,568,12.319120407104492,0.9373762011528015,13.142130546896992,1912945.1176721675,1910276.926774855,32,17,1912116.1316133253,1894380.2709615359,1908560.1686377784,1838052.1160828345,0.0013948078659775653,0.015530725121507272,0.004864993982782495
16,1548266470.41606,1298,19.323678970336914,9.403103828430176,2.0550319684774716,1802661.581421989,1796588.309436635,32,32,1798523.5215470647,1792410.0539137414,1796724.0932999465,1791818.8516882265,0.0033690583124110773,0.004589396679915267,0.0017061451596633729
17,1548266470.44942,785,4.732922554016113,2.0063400268554688,2.358983268371518,1927406.3308813234,1924469.921261637,32,29,1925881.3086612644,1920777.7545165431,1925522.8563170813,1923220.539546376,0.0015235031516908082,0.0011878713923422625,0.0011571774814665883
18,1548266470.48279,5690,61.588592529296875,34.96269989013672,1.7615513882745524,1717295.848143654,1695347.8090019382,32,32,1658282.6276924477,1597205.729866591,1617771.7930635563,1445584.1551119867,0.012780581264108304,0.04266358690840648,0.02032981093064829
19,1548266470.51616,7443,90.76918029785156,27.279943466186523,3.3273228887134576,1564080.9250630464,1436239.1012169472,32,32,1511987.2284494948,1424573.2974317132,1511836.3464878397,1446404.606063123,0.08173606735914007,0.053627941691467604,0.02540724439895076
20,1548266470.54953,6131,67.2659912109375,27.342137336730957,2.4601584866071726,1754994.6992048463,1726963.579540809,32,32,1698377.9969376964,1561840.8785333019,1657744.5362797566,1497454.064344112,0.015972196199075528,0.07190964535908513,0.026387526157656303
21,1548266470.61627,5428,33.27628707885742,26.813220977783203,1.241040272872452,1481249.5694343166,1465036.943153246,32,32,1448880.6661616266,1345189.7849413059,1426335.872712044,1308067.605003504,0.010945236113899526,0.03768741306130427,0.02880520496337092
22,1548266470.64963,3991,42.18364715576172,17.948290824890137,2.3502876996656825,1490960.9051654548,1468685.9475079842,32,32,1453966.935955082,1400780.3216164499,1453986.7140424948,1326585.9795726934,0.014940001163208705,0.04280896819234516,0.019760156789607984
23,1548266470.68300,4921,30.49875831604004,25.69569683074951,1.1869208497020716,1620645.0632438525,1556789.8076667243,32,32,1592179.9773539007,1497616.9393232053,1605141.8992986493,1505164.1059636483,0.03940113540303314,0.02607780714437449,0.024906093990343155
24,1548266470.71637,3473,23.715578079223633,11.378063678741455,2.0843246046806136,1615413.8144966417,1540497.6447919195,32,32,1608627.2962278053,1567920.509543451,1608500.624929246,1578747.0353052095,0.046375838210883424,0.01025419729807057,0.008774423989357802
25,1548266470.74974,4401,30.362060546875,9.107169151306152,3.3338636894122544,1609893.079332707,1526013.9457789112,32,32,1591776.942635117,1552347.3803524887,1554030.3154639015,1532505.693241927,0.0521023008488013,0.02804045561174147,0.007528883879228774
26,1548266470.78311,4144,11.242530822753906,18.831504821777344,0.5970065020907246,1345230.5588450748,1281530.0622918154,32,32,1331232.0781089303,1272882.905197477,1334041.019188607,1276348.6654167701,0.047352846792261705,0.010740324115683396,0.021732789961026608
27,1548266470.81648,6177,13.328008651733398,28.718493461608887,0.4640914980289752,1517709.367234154,1454319.3874305168,32,32,1485331.5607511923,1351484.9035808865,1504784.0198165323,1478197.7621854453,0.0417668765655429,0.012620723937446062,0.02281534038818955
28,1548266470.84985,4188,6.585313320159912,10.74799108505249,0.6127017847380128,1486088.3058728557,1421973.4209335428,32,32,1469721.378674582,1350184.210993211,1480005.086061409,1440951.6575513668,0.04314338837465992,0.011380848146543403,0.021452138930169888
29,1548266470.88322,4230,8.03231430053711,18.457823753356934,0.43517125354912267,1283619.3757891918,1234076.8178961168,32,32,1265840.817137369,1194612.0235137204,1276270.6584648453,1243618.4633341923,0.038595987897592665,0.016956255618952226,0.022698291318736345
30,1548266470.91659,27325,233.7767333984375,135.07821655273438,1.7306767839000254,1350652.0255871695,465705.81762698997,32,32,1117217.1408348042,1013672.1993026318,905407.8776261185,633359.6027674923,0.6551992602058005,0.336326770401514,0.041931337769047436
31,1548266470.98334,27512,197.38180541992188,139.00746154785156,1.419936766142411,1236605.4458746898,461517.3716376117,32,32,941984.310795785,751608.9718788236,869790.7148774528,743346.6172985971,0.6267868840645725,0.34230549931007737,0.06999288451291817
32,1548266471.01671,25740,198.31036376953125,188.00853729248047,1.054794461067608,1240170.926871493,457183.4091484417,32,32,945914.2161791415,732881.0020263662,913383.278697617,665687.1485475671,0.6313545179600754,0.26579561830441045,0.06833412110361775
33,1548266471.05008,24851,220.48480224609375,155.50489807128906,1.4178640350287588,1235693.49852974,457456.0538826565,32,32,953458.2299893668,655907.1853720071,809419.5811659616,542644.806843421,0.629798121923479,0.4323228923284882,0.07786891334825397
34,1548266471.08345,38628,258.8017883300781,220.12914276123047,1.175681625266651,1149174.4266725741,367429.4158597623,32,32,830789.5938535007,637056.8590671006,813620.2704700864,614666.884939299,0.6802666267786246,0.3314629168565315,0.0695325643334003
35,1548266471.11681,39735,226.97476196289062,197.94351959228516,1.146664272871386,1117013.2196380303,363060.69215230143,32,32,759761.2784097685,627976.5844681459,703112.5975382038,590633.4298373725,0.6749718931079869,0.3901927517194881,0.054245523439173174
36,1548266471.15018,40741,275.8314514160156,220.10116577148438,1.2532030461955486,1221169.5322737326,358733.4986318118,32,32,821848.2483551437,554830.1070779427,774617.5620394682,554830.1070779427,0.7062377588442819,0.4241382974228123,0.08143510603083604
37,1548266471.18355,29171,263.27301025390625,154.91719818115234,1.6994434016683422,1288902.4055273763,425353.6919669514,32,32,1106296.7939299862,935633.2898678599,975305.0955035641,620744.3850096542,0.6699876653632975,0.3310529957053816,0.06538685432362869
38,1548266471.21691,29096,229.96194458007812,155.6084747314453,1.4778240386775507,1279221.7893689745,417472.89569916675,32,32,1036303.0693320471,841880.362489188,954416.8812984938,797953.1977667302,0.6736508874625241,0.3553089821585223,0.06395095612589545
39,1548266471.25028,2790,29.52387046813965,12.497594833374023,2.362364187811406,1302922.829091141,1292595.4836493628,32,32,1287385.9330800944,1239992.8819573794,1276530.0449716446,1222322.121814315,0.007926290959981208,0.03290398639769763,0.01329424165375693
40,1548266471.28365,2952,53.67105484008789,13.2463960647583,4.051747703881388,1354748.4611583177,1343365.9343685976,32,24,1346494.7268115333,1291117.74520899,1330189.4680797677,1297857.9399327722,0.008401948491595257,0.054169289681063854,0.011617784553550527
46,1548266471.51724,2476,28.149057388305664,9.852376937866211,2.8570828710500065,1506546.8192654,1497717.4124382895,32,19,1501706.8349383436,1492738.6945738266,1498755.5486926704,1492360.9027839506,0.005860691957396913,0.011040047361386756,0.0025370550056605943
47,1548266471.55062,12417,55.43212890625,42.80136489868164,1.2951018977424575,1537671.4992632885,1510742.8960759502,32,32,1508188.9750911356,1482833.668571546,1501528.8984091936,1475801.5036778208,0.017512585230486488,0.02160624532790193,0.008400043352580462
48,1548266471.58399,28695,349.8297119140625,178.0793685913086,1.9644595254429513,1602699.0129904423,496477.26060030033,32,24,1275357.424888401,895481.7714548155,856450.2592571131,763055.588173674,0.6902242675785182,0.6361524143111925,0.041331624764811115
49,1548266471.61736,25215,271.93463134765625,149.39644622802734,1.8202215528781451,1563771.5055276412,517021.0289355938,32,32,1287400.6328620547,901757.151191043,1031078.5307525056,769325.5892811492,0.6693755915694712,0.39606977998753257,0.06363881562668827
50,1548266471.65073,25162,294.4927062988281,151.9326629638672,1.9383106999767703,1587497.1463404677,540333.1587285602,32,29,1351366.0920174147,1096237.584574226,1082767.496828908,806449.8709572117,0.659632044080112,0.39740598043739167,0.046595914127715465
51,1548266471.68410,5322,72.6377182006836,14.009785175323486,5.184784583893977,1343642.172931155,1317352.8903312397,32,12,1334895.225509347,1291110.5810775056,1325721.495359623,1311513.9778414213,0.019565687300931667,0.04642146263978962,0.013145538623818355
52,1548266471.75084,4357,47.33156204223633,21.718780517578125,2.179291880772425,1332325.3247826558,1294227.6703134694,32,19,1320922.17512902,1309664.9672443015,1309079.7238111927,1289639.5564464831,0.028594858748482777,0.020622822885670206,0.004395695502784957
53,1548266471.78421,2099,43.42951965332031,8.062167167663574,5.386829465346628,1339409.7487058819,1331089.4348870874,32,6,1335869.3820032333,1315382.6778886588,1330171.535497943,nan,0.006211925683558328,0.019054849756478445,0.005242476856550802
54,1548266471.81757,10998,42.87626266479492,19.478328704833984,2.2012290332770807,1042077.1727323434,989846.6503573668,32,32,1022926.1256098761,955300.0128975312,984574.8160066127,909620.8419279476,0.050121549287973965,0.043773403437033315,0.023032168537736313
55,1548266471.85094,111006,190.1421356201172,181.14167022705078,1.0496874373620648,1029994.0583702583,204216.0022505208,32,32,348231.50508876797,220851.13347941043,348231.50508876797,220851.13347941043,0.8017308929202482,0.6986939382056507,0.05669148045270989
56,1548266471.88431,103995,249.8022003173828,210.09689331054688,1.188985693130393,1142486.8378835344,238913.608723993,32,32,444443.50794923113,273583.5935215131,444443.50794923113,273583.5935215131,0.7908828348809844,0.7379051100808109,0.02554071931636802
57,1548266471.91768,2484,30.939268112182617,8.7510085105896,3.5355088587495938,1103333.4533602342,1093204.6351966283,32,18,1095616.3385591982,1086543.8691678545,1094534.5421743006,1089667.7204618326,0.00918019673269066,0.015494162206859851,0.004214073024484361
58,1548266471.95106,103585,229.1120147705078,213.9886932373047,1.0706734608469803,1146387.8095244225,255078.97901996988,32,32,440136.91293612577,343975.5123587519,440136.91293612577,343975.5123587519,0.7774932907514176,0.6573061947145242,0.037631916659052224
61,1548266472.05117,1608,29.714664459228516,2.823800802230835,10.522932225160355,1216613.355840564,1196853.594938066,32,6,1212612.4999439265,1198149.896850361,1206955.5259343411,nan,0.016241611032492553,0.013972330890162426,0.005258936560104268
62,1548266472.11790,2076,30.649330139160156,9.991791248321533,3.0674510082772968,1261001.8632921951,1247379.1825526883,32,32,1254757.5829569162,1244272.998889791,1254387.468554711,1249609.5628006426,0.010803061546587278,0.005051196199933624,0.003783479572664628
