frame,stem,n_valid,n_removed,removed_frac,depth_med_masked,n_null,n_dmatch,overlap_med,lam_all,logdet_all,lam_gt,logdet_gt,lam_null_med,lam_null_q05,logdet_null_med,logdet_null_q05,lam_ctrl,logdet_ctrl,lam_dmatch_med,lam_dmatch_q05
30,1548265883.94007,260137,5950,0.022872563303182554,3.365000009536743,32,32,0.0009130859375,2096384.9962390019,102.31945044381546,2067938.8589085294,102.13136275057397,2048645.427893425,1972662.643178399,102.16495790877673,102.0217370437196,2033063.156119605,102.14113571313342,2036086.9027823159,1960860.6382182743
31,1548265883.97343,261104,7466,0.028593970218763403,3.433000087738037,32,32,0.0019970703125,1632902.3375094843,101.1595244396509,1609287.273013104,100.97168329077672,1598955.2174648198,1561675.713129807,100.99289706724333,100.94338042593978,1606510.8330598555,101.01075742936678,1600863.8092512973,1578862.7384481607
32,1548265884.04016,258358,4202,0.01626425347773245,3.119999885559082,32,32,0.0002880859375,2003302.3107553292,102.28738705734663,1985646.345718779,102.14251475166789,1986129.7526412942,1930550.6278353948,102.1913255486858,102.1201512397707,1987541.6764999088,102.20000590069516,1984854.1964836372,1913233.3502543068
33,1548265884.07352,258249,3565,0.013804506503413373,3.0920000076293945,32,32,1.6276041666666666e-05,2008872.3926792373,102.13479961683062,1970278.6517260554,101.98024075699388,1984680.3241119233,1948718.5660921556,102.06702009371762,102.0105567164314,1936905.4507856944,102.00629841632173,1986945.276341325,1946362.4131127875
34,1548265884.14025,258709,829,0.003204372480277068,2.316999912261963,32,32,0.0,1730825.1162810873,101.6458947396253,1719700.3764682147,101.59201021546224,1729375.7350888932,1703147.1848902807,101.63414786849646,101.59227593796872,1728825.887577205,101.62218983175126,1728532.2485664785,1695293.1744626088
35,1548265884.17362,255451,912,0.003570156311777993,3.6530001163482666,32,32,0.0,1945876.082578932,102.46897783229987,1941927.7897715059,102.45691500471506,1945315.1960392995,1931429.4065421578,102.46556225649408,102.44115034565445,1883401.5056025542,102.3772108251522,1944257.381933808,1922713.5501477316
36,1548265884.24037,257953,2212,0.008575205560702919,3.119999885559082,32,32,0.0,1680141.6560086694,101.77977085641243,1676825.8637958304,101.7051572741453,1673717.987737325,1644228.3367729078,101.74337507543808,101.68261496006487,1675274.7375774097,101.77073822954989,1675526.1893237908,1658531.1771161908
38,1548265884.34047,258272,2894,0.011205240986247058,2.9839999675750732,32,32,1.6276041666666668e-06,1583241.2834132144,101.66863653167225,1578339.0537427298,101.60048327214918,1578400.67733522,1538588.6156104703,101.62135302262033,101.56518349257612,1576536.2966754788,101.61657588719743,1578911.4510792599,1563855.7946994482
39,1548265884.37384,256202,4065,0.015866386679260897,2.9579999446868896,32,32,0.0,1592990.416058619,102.25778078624194,1568738.240090162,102.12752578619649,1572528.0173901697,1493104.5815268077,102.17178874193459,102.04711908394876,1591972.2589795107,102.23108279773065,1567574.293850813,1476201.8826002113
40,1548265884.44057,258728,2551,0.00985977551714542,2.6389999389648438,32,32,0.0,1561036.368348174,101.50570885822395,1529017.4153664035,101.38712965067526,1549556.369880436,1529212.7377984254,101.45423480895431,101.40255179482409,1550526.7881227671,101.44505492527502,1541900.8219284108,1529864.2483290692
41,1548265884.47394,256164,73929,0.2886002717009416,2.2860000133514404,32,32,0.21197265625,1654399.3181591542,102.42324514337179,290921.77452840505,96.99413202683898,668121.2849433552,524668.3757935507,99.531737639048,98.77415244599128,669278.3656852999,99.52548267617566,668580.0607608997,618923.7713226049
42,1548265884.50730,257688,66510,0.25810282201732326,2.316999912261963,32,32,0.18258626302083333,1732727.2151492005,101.89502403510286,380728.4649997258,97.27878098091045,830262.7437640104,504816.2828848812,99.49814726761275,98.19863801688453,615516.4901302535,98.2683416182522,848533.5079827514,648046.6714510521
43,1548265884.57401,257782,11857,0.04599622937210511,3.009999990463257,32,32,0.007819010416666666,1744536.8271827116,102.0359718465118,1662392.8902685272,101.57281091867834,1674529.4554572601,1642758.8710480519,101.64643525485447,101.57565848004866,1689300.7904894224,101.70863262988726,1679535.3302680447,1653601.2901778682
44,1548265884.60738,258563,12700,0.049117623171142044,3.1489999294281006,32,32,0.005725911458333333,1659203.865733431,101.7526397666576,1584845.2698484347,101.34053381044365,1604920.5043969522,1574239.6599708044,101.43796514905941,101.34043456458693,1590486.4119190346,101.43623798905779,1602913.6281960444,1572278.8473665982
45,1548265884.67411,258687,13390,0.051761395044977135,3.0920000076293945,32,32,0.007893880208333332,1694329.7822786719,101.47029982404112,1665083.6126078046,101.14713678879708,1669248.9586704113,1652613.3880806766,101.23574796367777,101.13413134760279,1683579.9844783256,101.35318202082817,1665786.1087130685,1586274.6358439815
46,1548265884.70748,259666,14614,0.05627999044926944,3.0369999408721924,32,32,0.008430989583333333,1641719.1683449543,101.45154481115821,1616539.81949978,101.087786236931,1612552.0358428843,1602440.8085162858,101.16378794321344,101.07020558807686,1610266.4903092487,101.1246366556215,1613498.6722891722,1594851.4728536976
47,1548265884.77422,260154,9027,0.03469867847505708,3.119999885559082,32,32,0.0022607421875000004,1666208.7679997156,101.44469222798116,1644621.731574746,101.16341206387591,1646965.417141105,1636374.0496538952,101.27182875372984,101.16687979074074,1651288.8084583534,101.2731812735913,1646479.8771732356,1638156.134372986
48,1548265884.80760,260005,11619,0.04468760216149689,2.9839999675750732,32,32,0.0043505859375,1489839.737245921,100.90595999712241,1466524.587189947,100.61482699361159,1474003.5735359993,1463640.8138206676,100.71263001161117,100.61433338121343,1484557.7328221793,100.85230684482889,1470614.5616539735,1462215.8727702487
49,1548265884.87434,260955,8709,0.03337357015577398,3.119999885559082,32,32,0.0013525390625,1588830.1847591912,101.04192546309748,1563599.2534654832,100.67470703936704,1575349.296615215,1567030.3312612365,100.88419159485528,100.71751492051426,1566175.8715968467,100.6846524765092,1574540.3261400359,1562831.4632806478
50,1548265884.90771,260197,10131,0.038935883196193656,3.23799991607666,32,32,0.002931315104166667,1725243.8585226606,101.26334039262508,1687660.7143557854,100.92670413101013,1711191.6971154537,1685022.3385671845,101.1207265132098,100.92122718746577,1720052.1523114685,101.22250373200565,1708759.3053851384,1683075.969144166
51,1548265884.97445,260400,4604,0.017680491551459294,3.433000087738037,32,32,0.0004964192708333333,1776415.2190533394,101.43475814818345,1768614.164975054,101.3296384127667,1770907.1874612898,1763022.3441820203,101.36420741787728,101.31719296768611,1750058.437567794,101.35979353522583,1769479.6737674046,1765510.5017591633
52,1548265885.00782,259487,4138,0.015946848975093166,3.1489999294281006,32,32,0.00030110677083333335,1744844.8641446682,101.48056917380015,1715355.443162067,101.27215758179841,1722548.847093304,1702794.387565699,101.38402158337632,101.33687866185257,1740783.7242885577,101.43621796128272,1721106.1175477656,1697337.4312252088
53,1548265885.04121,260255,3454,0.01327159900866458,3.119999885559082,32,32,0.0,1729057.189737943,101.38492356801711,1698663.6869431606,101.16561429811216,1720723.5307042715,1678123.4933014964,101.3160679514836,101.26172869795572,1720834.3593318937,101.28692527071058,1720437.6456806636,1684676.573335548
54,1548265885.10795,260410,6149,0.02361276448677086,3.433000087738037,32,32,0.002037760416666667,1653171.6246505152,100.98135367462041,1590890.5394238639,100.71058478589002,1637754.8560531198,1597224.4230726778,100.86597438583088,100.79545469001219,1640111.8721135168,100.90000853447191,1640072.7912166945,1601708.881784498
55,1548265885.14132,260970,4186,0.0160401578725524,3.9030001163482666,32,32,0.0,1761307.032783097,101.26951962631844,1712228.978045687,101.13027639946891,1749231.775872779,1658668.8138929524,101.19011499501347,101.07217190126273,1756080.764190834,101.22811771853372,1748288.7487697243,1705365.5440966352
56,1548265885.20808,260258,5571,0.021405682053961837,3.691999912261963,32,32,0.0013232421875,1722908.8563371054,101.34990962605897,1701196.33020391,101.16952718007299,1712030.5174876675,1694688.246649886,101.27196612848263,101.21085562620232,1711183.62511941,101.27079193020695,1714145.9187059144,1684628.9846324075
57,1548265885.24145,259888,5811,0.022359631841408607,3.5390000343322754,32,32,0.00042968749999999995,1826661.0499874195,101.57468614164418,1812240.25840802,101.44607531237328,1817248.2396418797,1802905.0143473006,101.52157861581338,101.42159831881321,1822114.1096232852,101.53408498433814,1817399.5630775616,1798314.566202939
58,1548265885.30818,259556,1812,0.006981152429533511,3.063999891281128,32,32,0.0,1801481.3374564282,101.61403923861704,1794059.7843030596,101.5127392565869,1797824.6393695911,1794149.3744599475,101.57790032034211,101.55253555551504,1796325.4952327278,101.56535366208021,1798081.6211216014,1793901.5362035488
59,1548265885.34155,261305,5467,0.0209219111765944,3.365000009536743,32,32,0.00013671875,1530973.2577273175,100.48858026461309,1506930.7644332284,100.26432875262205,1516254.417086158,1463351.1197574078,100.4052064733115,100.32326960535212,1491785.842105087,100.31225508001219,1520101.8170619502,1471585.5286438218
60,1548265885.40828,261845,4143,0.015822337642498425,3.503000020980835,32,32,0.000107421875,1570493.604825633,100.45278131858511,1544964.0560334981,100.25187755589543,1566267.9219268877,1552594.490230202,100.41151476429353,100.32704912746988,1545932.4405306003,100.24545354535562,1564273.8201245763,1547144.389576242
61,1548265885.44166,263902,6795,0.02574819440549901,3.5390000343322754,32,32,0.0010221354166666666,1313087.3753939457,99.90183696383909,1295133.522697846,99.7083507450057,1305983.0144486716,1278869.114142595,99.8527983047286,99.71051172057147,1302741.9918123274,99.80155910740176,1304677.2152207433,1263346.1060491574
62,1548265885.47504,262973,4838,0.018397325961220352,3.6530001163482666,32,32,0.0006575520833333333,1436455.2788978934,100.42071861370812,1416306.5223922008,100.2453105381641,1429183.8027168768,1417511.4232064951,100.37059760825193,100.29613727912809,1432175.5969383398,100.38933027799318,1428487.37107522,1418049.675560807
63,1548265885.54178,264579,3420,0.012926195956595195,3.691999912261963,32,32,0.0,1432288.455634312,100.46347290875556,1417079.3662313146,100.35212178959944,1426897.8767789192,1400407.720910348,100.42977661144508,100.33648976695872,1419399.526638527,100.37871441105193,1424587.735216883,1407720.4092958346
64,1548265885.57515,265342,3408,0.01284380158437036,3.691999912261963,32,32,0.0,1372369.4526677886,100.10256325502029,1358998.626389001,99.99525441862838,1368102.5792172588,1349490.0812806953,100.07239299573912,99.99461396344127,1368436.7625120129,100.06735926221947,1365279.7491137781,1340437.1082053902
66,1548265885.67525,265966,2357,0.008862034996954498,3.2079999446868896,32,32,0.0,1443251.8446543566,100.10259956197487,1420280.3122708017,99.88672760697162,1441794.494450532,1436883.2842521435,100.08326495909535,100.01701358025403,1431978.2771311826,100.04844486603474,1438051.9714378505,1418892.741596424
67,1548265885.74197,266891,1457,0.005459157483766781,2.618000030517578,32,32,0.0,1386518.7402407038,99.63225560463212,1371591.2886434968,99.4649215700953,1385175.0617448133,1376960.5345620739,99.61554401471712,99.55664647113026,1380939.4153312235,99.58682704598121,1385878.2969491524,1376846.2930080416
68,1548265885.77535,268043,3860,0.014400674518640666,2.7890000343322754,32,32,0.0,1305783.0592585094,99.1431341875357,1276062.2445615218,98.76296886218357,1303066.8767415704,1289263.7634093359,99.11987901950403,98.91627589811864,1305265.654117884,99.13488725755974,1303231.2637012827,1280915.562513405
69,1548265885.84208,268619,6022,0.02241836951220874,3.2690000534057617,32,32,0.0,1457014.9224782945,99.59385592951548,1424212.3224040738,99.3353025373361,1451634.3557216316,1438124.2109974243,99.55741416445028,99.43878788831842,1455318.2969235128,99.57658324727377,1450901.7636652498,1438240.5430646916
70,1548265885.87545,268469,4692,0.017476878149805006,2.812000036239624,32,32,4.557291666666667e-05,1437436.0728997895,99.72537584070767,1413557.2707770055,99.47134398743117,1422728.8723399448,1381010.8489893458,99.62905900154509,99.5463657909894,1431677.8274870072,99.67067295493675,1418436.7242626077,1383608.7167983204
71,1548265885.94219,268173,5582,0.020814921710985073,3.365000009536743,32,32,9.928385416666667e-05,1407082.6843481488,99.68306136678132,1376478.8034790675,99.47030395692408,1395634.2204801936,1378540.3218150728,99.61603517401277,99.52635492794066,1396065.2463847692,99.61638209150198,1398097.2909837607,1378418.721461548
72,1548265885.97556,267368,6101,0.022818736722420036,3.4679999351501465,32,32,0.0,1371777.8065987823,99.76540582091008,1351647.4555472103,99.6266149888279,1360358.24806148,1344186.7192391446,99.70399903729441,99.63807516898082,1356120.7428230927,99.69358826969324,1362139.6982440217,1341990.1523527235
73,1548265886.00893,267391,2381,0.008904562980803393,3.119999885559082,32,32,0.0,1398357.8939362355,99.81870752076854,1388465.7559226863,99.72484376574184,1389544.1708401986,1378327.8705867191,99.76893026613182,99.73307231554779,1384367.8567559472,99.76928203036675,1391307.517482034,1371908.727444696
74,1548265886.07567,266406,2084,0.007822646637087753,3.3989999294281006,32,32,0.0,1360182.447502532,99.76768214632638,1352059.4395141592,99.70902770212648,1354490.0974173043,1337076.262276794,99.73346209921277,99.69851640523247,1338215.2344933674,99.69277805739296,1356363.402716307,1340649.7792643665
75,1548265886.10904,266445,509,0.0019103379684362626,3.3989999294281006,32,32,0.0,1239720.4715611292,99.57698909950318,1237273.7677760166,99.53408127987491,1239073.6908329225,1229255.0020561202,99.57000755319352,99.54703843165639,1239475.1255479953,99.57600079667313,1239310.345327181,1233928.5044222162
76,1548265886.17578,266158,4258,0.01599801621593189,3.2079999446868896,32,32,6.510416666666668e-05,1166226.6234126505,99.4266303742685,1136988.8739353153,99.29493817811517,1144782.6792277878,1113556.3943323288,99.32477371245156,99.23777649347679,1146612.9054483525,99.33619405954332,1146281.195038584,1121545.7969460716
77,1548265886.20914,264906,1124,0.004243014503257759,2.8350000381469727,32,32,0.0,1224019.568901561,99.2943764209659,1202345.9597237664,99.18995595405723,1220351.4851755502,1209709.5004903574,99.27435376641836,99.24147712072772,1218575.109200976,99.2521055877404,1220538.4410178403,1197301.4903587145
78,1548265886.27588,263719,5747,0.021792134810157782,3.009999990463257,32,32,0.0002978515625,1215390.4373314902,99.31688622347887,1195600.2909946716,99.16779469631902,1180489.074268214,1131914.9631237825,99.17459092714945,99.02776912898148,1199841.161212667,99.18778856321737,1185740.3246164115,1166360.2073761397
79,1548265886.30925,263720,5232,0.01983922341877749,3.009999990463257,32,32,0.00028483072916666663,1069652.9268308622,99.06082052044447,1028512.3807876466,98.78191022112097,1051489.3637723324,957459.5222150682,98.93956274797766,98.74462430693552,1033418.6413027976,98.91317176956474,1050772.1209174104,1001680.484764605
80,1548265886.37597,263076,4485,0.01704830543265064,3.009999990463257,32,32,2.6041666666666665e-05,1143148.9986739075,99.2721352743159,1122198.9234845478,99.10460043019724,1127097.525645855,1058145.5648096502,99.17057607436175,99.0099118925862,1134059.4985024887,99.16332556439731,1133694.4824228664,1101844.7429987155
81,1548265886.40934,263528,6714,0.025477368628760513,3.4679999351501465,32,32,0.00015625,1128749.9086850265,99.20728553761572,1100250.8575336346,98.98982744741767,1114146.4945474127,1080278.6046789018,99.06706654225201,98.96647869146427,1116884.2827353398,99.11284026160709,1116819.8992752226,1079840.7087202757
82,1548265886.44273,263629,4637,0.017589111971748176,3.009999990463257,32,32,0.0,1160207.6578397267,99.45582541472425,1131582.3345170969,99.21781777981982,1143664.7790533819,1096397.930235653,99.36460001093747,99.23789011027493,1154732.4661464547,99.38725738050044,1146691.163468707,1103440.183827547
83,1548265886.50947,264197,4919,0.018618682271184003,3.3329999446868896,32,32,1.46484375e-05,1252717.8469314356,99.29706431266845,1217691.6807968367,99.10272541190785,1233370.5186476456,1177486.9719985437,99.19372655798477,99.06134421400817,1231200.27713143,99.15401609822712,1233319.0498231403,1129282.419032348
84,1548265886.54283,263103,10766,0.04091933577344234,3.3329999446868896,32,32,0.0003483072916666667,1141761.570919757,99.36411792924358,1106695.297312931,99.08133926783137,1085746.9832200063,997637.3136644285,99.09289557991723,98.8407708360964,1109786.1348478738,99.14962429720964,1091147.9011418954,958264.0050183595
85,1548265886.60956,263183,7799,0.02963337297621807,3.365000009536743,32,32,0.0005387369791666666,1255993.8703334618,99.91651031897177,1210046.8792656632,99.69156532373225,1220145.8654638203,1190151.522743034,99.73887557848782,99.62346348236723,1221066.2042451783,99.78021063666279,1224058.6696341988,1200009.4755467852
86,1548265886.64293,262603,9574,0.036458075497995075,3.3329999446868896,32,32,0.0015055338541666665,1227949.342098552,99.54882385208508,1171500.7562780667,99.23758951724352,1185172.5255006505,1035982.3543663644,99.33147576869233,99.07557187479878,1213579.6582052428,99.36846675123037,1184214.9566514315,1085193.7082147126
87,1548265886.70967,262145,4269,0.016284880505063992,3.009999990463257,32,32,1.1393229166666667e-05,1384409.530379786,100.56452120151701,1347028.1761907963,100.41096926445223,1358818.203377332,1272186.2030303897,100.44823941725197,100.34455282134904,1363761.1320500793,100.49463807077576,1366418.8722865868,1285016.6051602555
88,1548265886.74303,263507,3989,0.015138117772962388,2.6389999389648438,32,32,0.0005143229166666666,1413886.2393951037,99.83995747348132,1360309.2336097918,99.59174584213153,1393757.416785677,1347479.7024660504,99.71739289557107,99.61361633524433,1406507.6057222383,99.79460629429182,1390621.753151991,1355576.4249639425
89,1548265886.80976,262540,1722,0.006559000533252076,2.933000087738037,32,32,0.0,1499689.7727047512,100.68409873485541,1489730.7362063688,100.5820673266449,1495172.7718298417,1488013.2999191834,100.64824296738468,100.5917708203627,1479759.8389234673,100.58827310584435,1495045.4929900055,1486120.765348878
90,1548265886.84313,264246,1363,0.005158072402231254,2.9079999923706055,32,32,0.0,1383324.258838787,99.86465269846869,1367943.4582674894,99.83155996410625,1379212.4900671793,1363129.3482673455,99.83370329277976,99.80241661153588,1359953.8929405052,99.80971309114344,1381562.8927058703,1368204.6217748753
91,1548265886.90987,263426,4027,0.015287025578340786,3.8589999675750732,32,32,0.0,1522325.106002391,100.84700672430931,1458253.8848723704,100.68796785030841,1509891.2291863218,1430753.6323757675,100.75643153892491,100.65488401780514,1447435.1634093344,100.66035438576363,1498841.0351311958,1456733.4662065448
92,1548265886.94324,264529,3933,0.014867935084622102,3.433000087738037,32,32,0.0,1398202.775905567,100.32427785223388,1370411.7104313108,100.21264981953244,1378205.2986081303,1345066.3106829845,100.2426990530133,100.1731845130191,1397643.0627211253,100.28682399919302,1383266.8126964318,1360748.3861016992
93,1548265886.97661,263752,2968,0.011252995237950801,3.614000082015991,32,32,0.0,1507747.351499243,100.92093795841672,1466715.42388156,100.7561524621555,1494355.0697210669,1460705.3278811125,100.86225627289676,100.82276089211155,1489136.2138430178,100.86854550289891,1491421.46769825,1459684.473903391
95,1548265887.07671,263498,5379,0.020413817182673114,3.815999984741211,32,32,1.6276041666666666e-05,1427009.4734466563,101.35411947146525,1363011.0787072966,101.11724327776565,1395240.1731152795,1330935.986914705,101.23028611449952,101.14244850249476,1254498.0341424348,101.04107344068304,1377089.8573262733,1266840.5626518135
96,1548265887.14345,264349,76932,0.2910243655167979,2.4149999618530273,32,32,0.18218912760416667,1360637.4043271106,101.16765949244989,213685.88971611683,95.31515641002485,606592.1853296219,504612.239861394,98.18394455188835,97.44902049223606,507185.9145324609,97.23328022603394,598636.3496915512,404930.3041999829
97,1548265887.17682,263746,4189,0.01588270533012823,3.614000082015991,32,32,0.00027018229166666667,1212881.4392477537,101.31370243436862,1182168.704736997,101.17930264033279,1189496.1568745994,1172020.5108227974,101.20887579148997,101.16587468891937,1176024.4869723814,101.13340842731216,1186295.386122171,1176714.4912868713
98,1548265887.24356,264032,69788,0.2643164464913344,2.38100004196167,32,32,0.18283040364583333,1138519.4869905252,101.10781895445254,253492.02397171856,96.61918330514774,567364.5414029295,314493.3556167338,98.58135513158521,97.20265710434714,539211.1249465462,98.23179538008371,563446.2369324646,346674.5026551969
99,1548265887.27692,263555,5269,0.019992032023676273,3.691999912261963,32,32,0.0004345703125,1160704.5704150356,101.30695459244578,1118326.6498533145,101.10799335725282,1129190.087425603,1104577.8602305076,101.1762233504014,101.09473000452957,1147341.0226170016,101.18677243952948,1135131.8811227316,1092341.0943130406
100,1548265887.34367,263878,67238,0.2548071457264342,2.365000009536743,32,32,0.18044759114583334,1126488.7555765277,101.10353387467632,248917.38830818137,96.50168789045065,563925.9774134143,390305.6623875983,98.72580632078586,97.53023616255317,466683.2482670027,97.95558587401588,579956.2475849204,430726.55835964775
