frame,stem,n_valid,n_removed,area_frac,resolution_mm,oracle_mm,oracle_mrad,res_all_mm,res_robust_mm,res_oracle_mm,res_mrcs_mm,res_shift_mm,oracle_x,oracle_y,oracle_z,robust_mm,robust_pi,mrcs_mm,mrcs_pi,shift_mm,shift_max_mm,shift_pi
1,1548266469.88217,199141,4241,0.02129646833148372,0.1292389804764634,0.03328690997626831,0.011905086871016768,0.1292389804764634,1.3614790820355431,0.12905227673774952,0.03603979317376322,0.39176768702930864,0.006640861316493537,-0.02764577629366894,-0.017309777290990865,1.060857362149674,-19.144883345508415,8.747930771375168,-104.0147362378884,0.15816171405767626,1.6107871610727438,2.6379970960521417
23,1548266470.61627,197881,2921,0.014761397001228012,0.8297156115777073,0.21929775194705275,0.09575912788664871,0.7815256835232034,3.82764891326781,0.8297156115777073,1.7200922144957,0.8401411222342596,-0.0016964415812160557,0.21350089488379467,-0.0500599039033382,2.292190212085795,0.2396953725707229,4.841518157384295,0.21036396424274859,0.2819801429750123,0.37542716937821674,-0.3489929895986066
30,1548266470.84985,195905,2551,0.013021617620785585,0.11760969064672637,3.318705212775749,0.964340435349661,0.11760969064672637,0.05605205235764521,0.020570933898546903,0.0036897758896095832,0.22025742811544233,-0.9200009332614368,2.950267264374711,1.2096799745643356,3.7401492164338603,0.9661998967818489,3.182922004223299,0.6922729163476858,0.4859039209098709,0.5800976534300503,0.0044335155126285775
38,1548266471.11681,197032,25831,0.1311005318932965,1.0868414021932784,11.31800402224391,3.39439640189092,1.0868414021932784,2.447645868068402,0.5486358981391714,1.6854583422602716,1.8917633501236515,5.70819558833981,-9.66132867447399,-1.4739221202539485,6.350644602213882,0.5437669293196852,6.627078392677405,0.5721639149220837,5.097123354678317,6.860084320421141,0.2145806768580471
52,1548266471.58399,199336,19972,0.10019263956335032,0.0010633144710353705,7.722269446838931,2.3850256556082075,0.0010633144710353705,0.035134096684085875,0.00018242828046217304,0.00013161953573499733,0.004541283626303721,0.6592585901990907,7.487764420811889,1.769804367509119,4.858836056663387,0.5954032449281366,5.475256352276672,0.6921226967510039,1.5260142481213763,7.1799525949731615,-0.14420162036724288
60,1548266471.85094,205940,88239,0.428469457123434,0.34282105566186594,50.54115061300216,14.847034915706883,0.009750975422984828,0.8949515340050969,0.34282105566186594,0.22170929727293787,1.6418249849481221,49.81729185418816,8.36114311904816,1.654274264927078,7.711355560724857,-0.1212765130426554,2.5140510309252813,0.01381312661230062,45.71155197713297,51.372962608392434,0.9035312647399999
67,1548266472.08453,199200,1555,0.007806224899598394,0.6876757132239937,0.24535925476912676,0.09274601663812511,0.6717405414220545,5.012293959254795,0.6876757132239937,6.620009116198494,0.693884462324681,-0.17705180527207495,-0.04682675637158253,0.1632822006174493,2.264100450058886,-6.390696315579038,40.02103051937263,-59.72677279073771,0.2543523040241156,0.38812995609910117,0.6568832738328633
75,1548266472.35147,203432,2829,0.013906366746627865,0.8852603911208384,1.0522628583135647,0.28243185956916955,0.8455711639232373,1.510681706009141,0.8852603911208384,6.425659318396552,0.8951767354491977,0.5591637364000199,-0.45925826242850515,0.7639861826450478,2.902288493201938,0.0014382775524314935,6.753207745673965,-3.3875751481770853,0.4540410179930942,0.9061375437856651,0.2902588055075762
82,1548266472.58506,203171,2912,0.014332754182437454,0.15429545951032642,0.9651126818189161,0.3769791510740742,0.15429545951032642,0.3500866205960194,0.12043647962993091,0.4071282896599149,0.1911893172021275,0.753829782816933,-0.29325828898034706,0.5264814555995256,7.194793306964673,1.1146172005200385,7.688954093007074,-7.589491985066897,1.0393418912753267,1.3873774561435912,0.11223952620405592
89,1548266472.81862,199886,6414,0.032088290325485526,2.071968720597722,9.474048737078043,2.86698314972839,0.9557226201210903,0.734226596633637,2.071968720597722,0.0343454196479902,1.355881430062581,4.379735904256801,8.097123016521662,2.238774606075622,6.987043647146749,0.3004176851015471,18.617161749869773,1.956598317564072,7.982473898951491,7.982473898951491,0.8310590877079661
97,1548266473.11892,204121,28682,0.1405146947153894,0.6087193101130973,9.320547857299305,2.819755895229949,0.6087193101130973,1.1182354158068943,0.007930725437947405,0.053347944085870035,1.2334402989909945,-8.047152931863279,-4.659258013841449,0.6381667586651024,9.440905798978552,0.18832277952564763,6.845165880803274,0.4600969522931167,6.272686977367554,11.310554069462839,-0.019963834550284817
104,1548266473.35253,201939,2698,0.013360470241013375,0.14853758692089583,10.994054647174071,2.876164488882715,0.14853758692089583,0.07666870743702438,0.003933879281920266,0.0006477252106315719,0.18029389868192383,-3.355345049128364,-8.762041713564749,-5.730403318797982,9.293664970311534,0.7690940833961942,19.50806697013394,1.1739518603960462,0.3236237866772977,1.50658154831424,-0.023757962729690343
112,1548266473.61943,206192,2995,0.014525296810739505,0.4169520382036386,1.5540283068363605,0.481648589643356,0.29119354133007613,1.9761660889805894,0.4169520382036386,0.010622930891351466,0.41318651881067603,0.07809212380422628,-1.485815476880075,0.4486178410541268,6.35843474442239,-0.4438873107758151,20.66883303155933,-4.87264265391416,0.7752227545151136,1.4202797017501279,0.37577333083867825
119,1548266473.85302,206042,1451,0.007042253521126761,0.00259699385263597,0.11960589039621596,0.03401573633915916,0.00259699385263597,0.11854926765803274,0.0020385393581256396,0.00025899385508048873,0.0029888288044646687,0.07121805721829426,-0.07795434932335346,-0.05618431066673304,1.8791635462992131,-6.017631244224331,19.550944803765127,-124.72865412802,0.39755217797429854,0.6770836501969804,2.3048274191941287
126,1548266474.08658,208227,17839,0.08567092644085542,6.934959444382831,1.3490589360136582,0.597398426655918,4.582212823329392,13.888825945798184,6.934959444382831,5.707744696222901,6.989985767565629,-0.8111752447655182,-1.0638140420055244,0.17393797500768363,3.0575013719551887,0.9037262703964567,14.291650017622612,2.484849620440173,0.2981868068121065,1.4098597064800993,-0.06247061361419892
