frame,stem,n_valid,n_removed,area_frac,resolution_mm,oracle_mm,oracle_mrad,res_all_mm,res_robust_mm,res_oracle_mm,res_mrcs_mm,res_shift_mm,oracle_x,oracle_y,oracle_z,robust_mm,robust_pi,mrcs_mm,mrcs_pi,shift_mm,shift_max_mm,shift_pi
14,1548266065.84364,215374,131752,0.6117358641247319,0.08903823139644756,37.08904566774521,12.656978510241684,0.0029000661131593107,7.770563698052654,0.08903823139644756,0.0004809710055539237,0.8673176132402273,11.641466701865296,35.11788514647435,-2.609157797544504,6.362759609109803,-0.16791699215311595,5.656851346447512,0.012627979966171283,15.56480716537721,38.134044691930974,0.3156072381724996
27,1548266066.31080,218838,4664,0.021312569115053144,13.265036717870133,1.6568335264399499,0.7138954810116284,13.265036717870133,16.86520768743595,11.777211403466334,13.26193851988556,14.486252743902527,1.5711017209872258,0.009157863987316054,-0.5259779940012764,46.72883958217817,14.60346734925163,4.255886554217847,-0.533301009078633,0.41283290237627535,0.5911415036933395,0.08584908361935746
53,1548266067.17835,210667,1707,0.008102835280323923,0.034220339993233644,0.3284104529040006,0.1493625410733775,0.029127741473604602,3.5303875877582334,0.034220339993233644,0.029983919037254787,0.029000912360077492,0.309317067250671,0.06776803759376447,-0.08708542108036682,3.5897445906075123,10.652402178373391,0.49726056284803405,1.3915430033777487,0.09209498659359983,0.11897093616298327,0.2652433005461669
66,1548266067.61213,215356,5221,0.02424357807537287,0.00477394511685957,0.20297491833238201,0.08666915866972172,0.00477394511685957,5.786933564716565,0.004633562480893233,0.012114531215139208,0.004667642893296062,-0.16357889446794818,-0.10565974917653816,0.057243166933984825,1.0621805625110932,0.10102529147220767,0.8709507060289805,1.2643913924259274,0.1563750896521391,0.4463170619699489,0.2970161396679261
79,1548266068.04590,210720,514,0.0024392558845861808,0.028068438608350597,0.1310947586651796,0.0603348661403252,0.028068438608350597,0.41542744972346074,0.02748902959148095,0.002739173580299611,0.027018711322292027,0.11279920007730836,0.06550036000661295,-0.013110265077607645,2.011343510406675,2.820217064634154,3.2362564319321363,-10.048657378424648,0.2191174569831781,0.3318295474325454,-0.6241148847443864
106,1548266068.94682,206780,3717,0.017975626269465132,0.0016111914354715192,0.11020706442201025,0.06411773221369026,0.0008562246657453921,0.040196748817364,0.0016111914354715192,0.000990779928203887,0.0011970393615058142,0.10563703263228964,0.021098040206131534,0.02326557724669962,0.9465599327014282,-0.6733470558031692,0.5082759259899209,-3.8382213224112447,0.08027006640201298,0.10436174094084126,0.3408512895817909
119,1548266069.38063,209390,2156,0.010296575767706194,0.0004581852251038992,0.22349061296951384,0.11822481732839636,0.0004581852251038992,0.023911010404101322,0.0004575564163072746,0.0011300763641160843,0.0006960666553726849,0.20302905213030834,0.08426970202822731,0.04032214523845866,1.0328100892948906,2.3833979755126924,2.3322605288451856,-7.39779401028937,0.08602445920423088,0.11323223396880214,-0.29644204113904415
132,1548266069.81439,213899,18223,0.08519441418613458,0.0523358118928926,5.226266546427152,1.6321277775781975,0.0523358118928926,0.25104656978628337,0.009304351774897359,0.12890264487418973,0.07172316830847203,3.4804892856775913,3.8986997128064034,0.014031961742691489,1.3347062139245853,-0.12930993943661465,5.317243004738301,0.6278696809636327,0.6088621009961793,1.1067301739934912,-0.033572026638114955
145,1548266070.24820,206335,1408,0.006823854411515254,0.06456725179489853,0.05648168703176837,0.020105311160129917,0.06456725179489853,0.5922378364534899,0.06326631830564206,0.0952191460536783,0.062467275502334725,-0.03877284833266795,-0.040675828597839636,-0.005685434900315959,1.5517989790044606,25.09763788857132,2.4749017465065912,32.57097452327135,0.05147742234882849,0.05147742234882849,0.9074234511721593
158,1548266070.68201,210376,2186,0.010390919116249002,0.0018097086381063518,0.9292333177247554,0.4588720600525349,0.0016717848481532036,0.011492282711382711,0.0018097086381063518,0.00014611622486918177,0.002201893431039463,0.8119942065617664,0.4111374652241362,-0.18736582390861972,3.052679234533533,-2.4467526906701464,2.3055906382164846,-2.2312209754715804,0.3944356851594596,0.7711514519988836,0.4047498745254326
171,1548266071.11581,216973,524,0.0024150470335018645,0.08426127579805319,0.005802486913902899,0.0009491704990190487,0.08170557931335598,8.858949229234668,0.08426127579805319,0.03166789289561867,0.08210673034116925,-0.005690757827585667,0.0008293880915771322,-0.0007721691054017131,12.967399151259901,2101.384703512863,0.2593055031559463,-26.320117419344943,0.018549578767462327,0.018549578767462327,2.430718300447374
