frame,rgb,depth_stem,person_px,gtmc_px,valid_px,static_support_px,fp_px,fp_inside_union_px,fp_outside_union_px,fn_px,fp_outside_w5_px,fp_outside_w15_px,fp_outside_w30_px
245,rgb/1548266478.09690.png,1548266478.09085,33108,22624,256668,236399,5742,5742,0,6455,442,216,215
246,rgb/1548266478.13024.png,1548266478.12422,32506,18145,258077,241294,7912,7912,0,6141,193,158,141
247,rgb/1548266478.16354.png,1548266478.15758,35899,8806,258530,250010,17344,17344,0,3913,252,140,140
248,rgb/1548266478.19694.png,1548266478.19094,36247,21863,257624,237808,6688,6688,0,4680,181,129,127
249,rgb/1548266478.23045.png,1548266478.22431,36842,16239,259036,243747,9847,9847,0,2576,890,249,234
250,rgb/1548266478.26397.png,1548266478.25768,38129,23590,261083,238894,9970,9970,0,7895,1559,239,239
251,rgb/1548266478.29760.png,1548266478.29105,41878,25008,259993,236507,11174,11174,0,7476,5555,279,234
252,rgb/1548266478.33112.png,1548266478.32442,42527,30227,262799,234644,9464,9464,0,9292,5966,317,239
253,rgb/1548266478.36464.png,1548266478.35779,48016,33736,265759,233897,12144,12144,0,9602,7255,717,257
254,rgb/1548266478.39815.png,1548266478.39116,50262,36385,257835,223794,10745,10745,0,9298,7706,576,268
255,rgb/1548266478.43152.png,1548266478.42453,52891,29065,257468,230077,15414,15414,0,5362,7928,717,238
256,rgb/1548266478.46518.png,1548266478.45788,56769,36435,262660,228402,13034,13034,0,4837,9697,1382,242
257,rgb/1548266478.49874.png,1548266478.49124,60811,5822,261196,255722,45546,45546,0,5474,12399,2086,676
258,rgb/1548266478.53226.png,1548266478.52459,62670,6315,259481,253504,46591,46591,0,5977,14053,2821,832
259,rgb/1548266478.56578.png,1548266478.55796,64259,7785,261230,253865,48930,48930,0,7365,16322,3369,1085
260,rgb/1548266478.59929.png,1548266478.59133,67191,3611,263460,260080,52890,52890,0,3380,19755,4407,1264
261,rgb/1548266478.63281.png,1548266478.62470,68039,0,261907,261907,53967,53967,0,0,21956,7233,808
262,rgb/1548266478.66643.png,1548266478.65807,68364,0,261478,261478,55089,55089,0,0,54970,7512,1518
263,rgb/1548266478.69998.png,1548266478.69144,70222,0,263599,263599,57669,57669,0,0,57669,6912,1432
264,rgb/1548266478.73346.png,1548266478.72480,70936,0,264207,264207,60362,60362,0,0,13988,6806,1192
265,rgb/1548266478.76687.png,1548266478.75816,69048,0,259903,259903,57744,57744,0,0,11374,5979,1055
266,rgb/1548266478.80039.png,1548266478.79153,68145,0,262614,262614,59064,59064,0,0,10448,5230,1111
267,rgb/1548266478.83376.png,1548266478.82491,67753,238,262944,262707,61268,61268,0,237,8436,4654,846
268,rgb/1548266478.86727.png,1548266478.85829,68949,1452,258927,257500,61673,61673,0,1427,7187,4710,922
269,rgb/1548266478.90079.png,1548266478.89167,70978,57300,258358,203605,10655,10655,0,1744,6520,4277,559
270,rgb/1548266478.93431.png,1548266478.92504,67048,581,261948,261375,62332,62332,0,573,5517,4220,742
271,rgb/1548266478.96782.png,1548266478.95843,68800,1069,261725,260679,63627,63627,0,1046,5332,4370,645
272,rgb/1548266479.00134.png,1548266478.99180,69070,56933,260669,206263,12573,12573,0,3965,4492,4327,750
273,rgb/1548266479.03505.png,1548266479.02517,67953,55539,263017,209671,11353,11353,0,1738,4333,3557,502
274,rgb/1548266479.06857.png,1548266479.05854,66800,5587,264162,258970,62164,62164,0,5192,4801,3444,727
275,rgb/1548266479.10225.png,1548266479.09190,67717,762,262357,261645,61256,61256,0,508,6700,3255,777
276,rgb/1548266479.13572.png,1548266479.12527,65493,5217,261694,256839,59866,59866,0,4855,5709,2497,405
277,rgb/1548266479.16914.png,1548266479.15863,65036,51626,266321,216697,18156,18156,0,6961,5191,1943,359
278,rgb/1548266479.20263.png,1548266479.19200,64008,50648,265490,216884,18382,18382,0,7547,4575,1459,258
279,rgb/1548266479.23617.png,1548266479.22538,63671,55610,264292,210843,18960,18960,0,13552,4988,1190,319
280,rgb/1548266479.26973.png,1548266479.25875,62339,0,266473,266473,58885,58885,0,0,4198,557,209
281,rgb/1548266479.30324.png,1548266479.29211,60519,53388,267095,215933,16553,16553,0,10154,2522,154,154
282,rgb/1548266479.33676.png,1548266479.32547,61165,57073,266636,212033,14349,14349,0,10958,2234,275,275
283,rgb/1548266479.37028.png,1548266479.35884,58341,46483,267549,223143,16114,16114,0,5295,1831,136,136
284,rgb/1548266479.40379.png,1548266479.39221,57327,49495,267742,220274,14800,14800,0,7562,1871,0,0
285,rgb/1548266479.43731.png,1548266479.42558,57462,45378,266635,222982,24437,24437,0,13651,1561,12,12
286,rgb/1548266479.47078.png,1548266479.45895,56691,55879,267076,213600,14525,14525,0,14150,1343,8,4
287,rgb/1548266479.50430.png,1548266479.49232,53575,60666,266783,208388,10466,10466,0,17136,1434,0,0
288,rgb/1548266479.53786.png,1548266479.52569,53824,48651,266767,220140,9780,9780,0,4996,1140,0,0
289,rgb/1548266479.57137.png,1548266479.55906,51828,51107,266651,217845,9944,9944,0,9378,1119,0,0
290,rgb/1548266479.60485.png,1548266479.59242,62308,65572,267324,204277,12055,12055,0,19400,3092,0,0
291,rgb/1548266479.63835.png,1548266479.62579,52667,68096,266294,200936,9326,9326,0,24523,642,0,0
292,rgb/1548266479.67182.png,1548266479.65916,50520,65418,264834,202302,7272,7272,0,21733,26,0,0
293,rgb/1548266479.70527.png,1548266479.69253,48920,66985,266179,202107,7136,7136,0,23759,0,0,0
294,rgb/1548266479.73875.png,1548266479.72589,47231,70755,265505,197649,5745,5745,0,27667,0,0,0
295,rgb/1548266479.77227.png,1548266479.75925,49205,72046,265794,196983,6822,6822,0,27565,0,0,0
296,rgb/1548266479.80578.png,1548266479.79262,49524,72818,265357,195342,5405,5405,0,27080,0,0,0
297,rgb/1548266479.83930.png,1548266479.82598,50102,73082,265081,194934,6731,6731,0,27938,0,0,0
298,rgb/1548266479.87281.png,1548266479.85935,48825,126250,265796,144998,7576,7576,0,80500,0,0,0
299,rgb/1548266479.90660.png,1548266479.89272,51574,126820,266324,144487,2373,2373,0,74058,0,0,0
300,rgb/1548266479.94019.png,1548266479.92609,53301,150679,266483,122204,2515,2515,0,94918,0,0,0
301,rgb/1548266479.97371.png,1548266479.95946,53400,123537,265650,147210,2450,2450,0,69585,0,0,0
302,rgb/1548266480.00722.png,1548266479.99283,52041,158679,266603,114787,1982,1982,0,103411,0,0,0
303,rgb/1548266480.04069.png,1548266480.02620,54584,154349,268352,120645,2017,2017,0,97581,0,0,0
304,rgb/1548266480.07420.png,1548266480.05957,54436,129099,267789,144096,1370,1370,0,74012,438,317,222
305,rgb/1548266480.10782.png,1548266480.09294,54732,9816,268978,259726,48558,48504,54,9246,628,443,443
306,rgb/1548266480.14137.png,1548266480.12632,51924,36837,269280,234732,44131,43895,236,34546,1237,749,746
307,rgb/1548266480.17489.png,1548266480.15968,47406,39118,268835,232000,39135,38808,327,36681,1453,839,835
308,rgb/1548266480.20840.png,1548266480.19305,43387,9752,267771,258661,34818,34497,321,8740,1523,834,829
309,rgb/1548266480.24192.png,1548266480.22643,36822,13250,269450,256807,29093,28814,279,12603,2228,724,719
310,rgb/1548266480.27544.png,1548266480.25980,32475,3459,267946,264868,24550,24295,255,2081,21700,537,510
311,rgb/1548266480.30895.png,1548266480.29317,29370,3110,265949,263113,22261,22048,213,2227,19585,482,455
312,rgb/1548266480.34244.png,1548266480.32654,25089,779,268399,267685,19750,19561,189,714,17664,456,429
313,rgb/1548266480.37594.png,1548266480.35989,21908,1405,267255,265921,16505,16347,158,1334,15153,428,400
314,rgb/1548266480.40946.png,1548266480.39326,17419,2562,267850,265585,12438,12249,189,1670,11383,460,432
315,rgb/1548266480.44297.png,1548266480.42665,13935,4828,268751,263945,10161,9980,181,4806,8611,461,417
316,rgb/1548266480.47653.png,1548266480.46002,11671,5295,267171,262108,8070,7984,86,5063,7683,254,234
317,rgb/1548266480.51011.png,1548266480.52675,10774,32624,267571,236915,8384,8345,39,30656,8034,141,112
318,rgb/1548266480.54363.png,1548266480.56012,7845,21415,265856,246125,5748,5732,16,19731,5466,20,16
319,rgb/1548266480.57704.png,1548266480.59347,7412,45669,265679,223039,5200,5195,5,42370,5200,1312,5
320,rgb/1548266480.61039.png,1548266480.62684,0,34019,266623,234865,0,0,0,31758,0,0,0
321,rgb/1548266480.64390.png,1548266480.66021,5526,32545,265838,235444,3519,3519,0,30394,3294,3294,0
322,rgb/1548266480.67744.png,1548266480.69358,0,5488,265373,260075,0,0,0,5298,0,0,0
323,rgb/1548266480.71096.png,1548266480.72695,0,11000,265968,255185,0,0,0,10783,0,0,0
324,rgb/1548266480.74447.png,1548266480.76032,0,23239,266306,244555,0,0,0,21751,0,0,0
325,rgb/1548266480.77797.png,1548266480.79369,0,8587,265576,257249,0,0,0,8327,0,0,0
326,rgb/1548266480.81150.png,1548266480.82706,0,23590,267207,245200,0,0,0,22007,0,0,0
327,rgb/1548266480.84503.png,1548266480.86041,0,26083,266215,241763,0,0,0,24452,0,0,0
328,rgb/1548266480.87854.png,1548266480.89377,0,6282,266660,260510,0,0,0,6150,0,0,0
329,rgb/1548266480.91205.png,1548266480.92714,0,22882,267246,246083,0,0,0,21163,0,0,0
330,rgb/1548266480.94550.png,1548266480.96051,0,8352,267322,259271,0,0,0,8051,0,0,0
331,rgb/1548266480.97899.png,1548266480.99388,0,6472,268483,262212,0,0,0,6271,0,0,0
332,rgb/1548266481.01249.png,1548266481.02725,0,6052,268375,262615,0,0,0,5760,0,0,0
333,rgb/1548266481.04601.png,1548266481.06061,0,3332,268898,265723,0,0,0,3175,0,0,0
334,rgb/1548266481.07952.png,1548266481.09398,0,6612,269127,262722,0,0,0,6405,0,0,0
335,rgb/1548266481.11305.png,1548266481.12735,0,4645,269299,264856,0,0,0,4443,0,0,0
336,rgb/1548266481.14655.png,1548266481.16073,0,23274,269217,247314,0,0,0,21903,0,0,0
337,rgb/1548266481.18006.png,1548266481.19409,0,5906,269181,263621,0,0,0,5560,0,0,0
338,rgb/1548266481.21357.png,1548266481.22746,0,6508,268696,262683,0,0,0,6013,0,0,0
339,rgb/1548266481.24709.png,1548266481.26083,0,27480,269750,243605,0,0,0,26145,0,0,0
340,rgb/1548266481.28061.png,1548266481.29420,0,26743,269082,243939,0,0,0,25143,0,0,0
341,rgb/1548266481.31412.png,1548266481.32757,0,26379,269518,244521,0,0,0,24997,0,0,0
342,rgb/1548266481.34763.png,1548266481.36094,0,4948,269608,264772,0,0,0,4836,0,0,0
343,rgb/1548266481.38115.png,1548266481.39431,0,25178,268890,245392,0,0,0,23498,0,0,0
344,rgb/1548266481.41467.png,1548266481.42768,0,27091,269168,243569,0,0,0,25599,0,0,0
345,rgb/1548266481.44819.png,1548266481.46101,0,25832,268421,244177,0,0,0,24244,0,0,0
346,rgb/1548266481.48170.png,1548266481.49438,0,29120,269128,241712,0,0,0,27416,0,0,0
347,rgb/1548266481.51521.png,1548266481.52775,0,27874,268926,242399,0,0,0,26527,0,0,0
348,rgb/1548266481.54872.png,1548266481.56112,0,24530,268012,244752,0,0,0,23260,0,0,0
349,rgb/1548266481.58223.png,1548266481.59449,0,16962,266447,250378,0,0,0,16069,0,0,0
350,rgb/1548266481.61574.png,1548266481.62786,0,3020,267134,264213,0,0,0,2921,0,0,0
351,rgb/1548266481.64926.png,1548266481.66123,0,20005,267288,248374,0,0,0,18914,0,0,0
352,rgb/1548266481.68279.png,1548266481.69460,0,2794,268094,265408,0,0,0,2686,0,0,0
353,rgb/1548266481.71632.png,1548266481.72797,0,21518,267502,247142,0,0,0,20360,0,0,0
354,rgb/1548266481.74982.png,1548266481.76134,0,976,266884,265909,0,0,0,975,0,0,0
355,rgb/1548266481.78334.png,1548266481.79471,0,1535,266589,265128,0,0,0,1461,0,0,0
356,rgb/1548266481.81686.png,1548266481.82808,0,548,267291,266758,0,0,0,533,0,0,0
357,rgb/1548266481.85043.png,1548266481.86145,0,3089,267133,264095,0,0,0,3038,0,0,0
358,rgb/1548266481.88396.png,1548266481.89482,0,4673,266713,262076,0,0,0,4637,0,0,0
359,rgb/1548266481.91757.png,1548266481.92819,0,2800,266424,263638,0,0,0,2786,0,0,0
360,rgb/1548266481.95078.png,1548266481.96156,0,2253,266514,264304,0,0,0,2210,0,0,0
361,rgb/1548266481.98429.png,1548266481.99492,0,637,266856,266232,0,0,0,624,0,0,0
362,rgb/1548266482.01797.png,1548266482.02829,0,746,266572,265827,0,0,0,745,0,0,0
363,rgb/1548266482.05163.png,1548266482.06167,0,2426,266402,264222,0,0,0,2180,0,0,0
364,rgb/1548266482.08515.png,1548266482.09503,0,421,266304,265917,0,0,0,387,0,0,0
365,rgb/1548266482.11867.png,1548266482.12843,0,217,265732,265515,0,0,0,217,0,0,0
366,rgb/1548266482.15215.png,1548266482.16178,0,798,265609,264819,0,0,0,790,0,0,0
367,rgb/1548266482.18566.png,1548266482.19515,0,4637,265794,261803,0,0,0,3991,0,0,0
368,rgb/1548266482.21918.png,1548266482.22851,0,459,266782,266323,0,0,0,459,0,0,0
369,rgb/1548266482.25269.png,1548266482.26188,0,558,266365,265809,0,0,0,556,0,0,0
370,rgb/1548266482.28621.png,1548266482.29525,0,0,266180,266180,0,0,0,0,0,0,0
371,rgb/1548266482.31973.png,1548266482.32865,0,19222,266228,247768,0,0,0,18460,0,0,0
372,rgb/1548266482.35324.png,1548266482.36202,0,20060,265378,245999,0,0,0,19379,0,0,0
373,rgb/1548266482.38675.png,1548266482.39539,0,29056,266859,239433,0,0,0,27426,0,0,0
374,rgb/1548266482.42026.png,1548266482.42876,0,29739,267712,239374,0,0,0,28338,0,0,0
375,rgb/1548266482.45379.png,1548266482.46213,0,28898,267881,240268,0,0,0,27613,0,0,0
376,rgb/1548266482.48731.png,1548266482.49550,0,25148,267444,243058,0,0,0,24386,0,0,0
377,rgb/1548266482.52084.png,1548266482.52885,0,2164,267028,264884,0,0,0,2144,0,0,0
378,rgb/1548266482.55436.png,1548266482.56222,0,5603,267071,261485,0,0,0,5586,0,0,0
379,rgb/1548266482.58792.png,1548266482.59558,0,23352,266598,243903,0,0,0,22695,0,0,0
380,rgb/1548266482.62144.png,1548266482.62894,0,1209,266837,265671,0,0,0,1166,0,0,0
381,rgb/1548266482.65495.png,1548266482.66229,0,102,266727,266630,0,0,0,97,0,0,0
382,rgb/1548266482.68847.png,1548266482.69566,0,0,267097,267097,0,0,0,0,0,0,0
383,rgb/1548266482.72198.png,1548266482.72903,0,122,267931,267809,0,0,0,122,0,0,0
384,rgb/1548266482.75552.png,1548266482.76240,0,5206,266999,262614,0,0,0,4385,0,0,0
385,rgb/1548266482.78919.png,1548266482.79577,0,1072,268498,267481,0,0,0,1017,0,0,0
386,rgb/1548266482.82270.png,1548266482.82914,0,1214,268124,266923,0,0,0,1201,0,0,0
387,rgb/1548266482.85622.png,1548266482.86252,0,1648,267223,265608,0,0,0,1615,0,0,0
388,rgb/1548266482.88974.png,1548266482.89589,0,2796,267618,265046,0,0,0,2572,0,0,0
389,rgb/1548266482.92314.png,1548266482.92927,0,1048,267212,266173,0,0,0,1039,0,0,0
390,rgb/1548266482.95661.png,1548266482.96264,0,4040,267223,263225,0,0,0,3998,0,0,0
391,rgb/1548266482.99006.png,1548266482.99600,0,1849,267925,266115,0,0,0,1810,0,0,0
392,rgb/1548266483.02357.png,1548266483.02937,0,9489,269097,259693,0,0,0,9404,0,0,0
393,rgb/1548266483.05709.png,1548266483.06273,0,2504,268982,266601,0,0,0,2381,0,0,0
394,rgb/1548266483.09061.png,1548266483.09611,0,7021,269691,262686,0,0,0,7005,0,0,0
395,rgb/1548266483.12412.png,1548266483.12948,0,3878,269447,265710,0,0,0,3737,0,0,0
396,rgb/1548266483.15764.png,1548266483.16285,0,3303,269000,265790,0,0,0,3210,0,0,0
397,rgb/1548266483.19115.png,1548266483.19621,0,526,269023,268553,0,0,0,470,0,0,0
398,rgb/1548266483.22467.png,1548266483.22957,2555,2354,268862,266544,686,686,0,2318,118,117,117
399,rgb/1548266483.25819.png,1548266483.26293,4469,0,269256,269256,933,933,0,0,311,310,310
400,rgb/1548266483.29170.png,1548266483.29630,5142,101,268449,268348,1147,1147,0,101,523,522,522
401,rgb/1548266483.32515.png,1548266483.32967,4336,109,268783,268674,1279,1279,0,109,659,659,659
402,rgb/1548266483.35867.png,1548266483.36303,3361,376,269619,269257,1212,1212,0,362,593,593,593
403,rgb/1548266483.39218.png,1548266483.39640,3154,3685,268748,265395,507,507,0,2753,503,503,503
404,rgb/1548266483.42570.png,1548266483.42977,0,4947,268702,263991,0,0,0,4711,0,0,0
405,rgb/1548266483.45922.png,1548266483.46315,0,122,268387,268292,0,0,0,95,0,0,0
406,rgb/1548266483.49268.png,1548266483.49652,0,0,268220,268220,0,0,0,0,0,0,0
407,rgb/1548266483.52603.png,1548266483.52989,0,1654,268218,266747,0,0,0,1471,0,0,0
408,rgb/1548266483.55954.png,1548266483.56326,0,2200,267117,264921,0,0,0,2196,0,0,0
409,rgb/1548266483.59306.png,1548266483.59662,0,0,267030,267030,0,0,0,0,0,0,0
410,rgb/1548266483.62665.png,1548266483.62999,0,0,265938,265938,0,0,0,0,0,0,0
411,rgb/1548266483.66019.png,1548266483.66335,0,0,266757,266757,0,0,0,0,0,0,0
412,rgb/1548266483.69369.png,1548266483.69671,0,0,266976,266976,0,0,0,0,0,0,0
413,rgb/1548266483.72716.png,1548266483.73006,0,5021,267211,262422,0,0,0,4789,0,0,0
414,rgb/1548266483.76067.png,1548266483.76343,0,88,267562,267483,0,0,0,79,0,0,0
415,rgb/1548266483.79419.png,1548266483.79680,0,3620,267996,264436,0,0,0,3560,0,0,0
416,rgb/1548266483.82773.png,1548266483.83017,0,621,267811,267248,0,0,0,563,0,0,0
417,rgb/1548266483.86127.png,1548266483.86354,0,0,268531,268531,0,0,0,0,0,0,0
418,rgb/1548266483.89480.png,1548266483.89691,0,0,267634,267634,0,0,0,0,0,0,0
419,rgb/1548266483.92832.png,1548266483.93028,0,438,267732,267298,0,0,0,434,0,0,0
420,rgb/1548266483.96183.png,1548266483.96365,0,0,267675,267675,0,0,0,0,0,0,0
421,rgb/1548266483.99535.png,1548266483.99704,0,0,267164,267164,0,0,0,0,0,0,0
422,rgb/1548266484.02892.png,1548266484.03039,0,334,268423,268092,0,0,0,331,0,0,0
423,rgb/1548266484.06247.png,1548266484.06378,0,0,266928,266928,0,0,0,0,0,0,0
424,rgb/1548266484.09643.png,1548266484.09717,0,0,267629,267629,0,0,0,0,0,0,0
425,rgb/1548266484.13003.png,1548266484.13054,0,0,267205,267205,0,0,0,0,0,0,0
426,rgb/1548266484.16354.png,1548266484.16391,0,0,264530,264530,0,0,0,0,0,0,0
427,rgb/1548266484.19706.png,1548266484.19728,0,0,267058,267058,0,0,0,0,0,0,0
428,rgb/1548266484.23058.png,1548266484.23065,0,276,267117,266848,0,0,0,269,0,0,0
429,rgb/1548266484.26409.png,1548266484.26402,0,126,267311,267221,0,0,0,90,0,0,0
430,rgb/1548266484.29761.png,1548266484.29738,0,0,265641,265641,0,0,0,0,0,0,0
431,rgb/1548266484.33104.png,1548266484.33075,0,0,266909,266909,0,0,0,0,0,0,0
432,rgb/1548266484.36456.png,1548266484.36410,0,0,266822,266822,0,0,0,0,0,0,0
433,rgb/1548266484.39808.png,1548266484.39747,0,0,267002,267002,0,0,0,0,0,0,0
434,rgb/1548266484.43159.png,1548266484.43081,0,3231,267548,264393,0,0,0,3155,0,0,0
435,rgb/1548266484.46511.png,1548266484.46417,0,2981,267537,264575,0,0,0,2962,0,0,0
436,rgb/1548266484.49830.png,1548266484.49754,0,700,267736,267042,0,0,0,694,0,0,0
437,rgb/1548266484.53177.png,1548266484.53092,0,0,268284,268284,0,0,0,0,0,0,0
