frame,stem,n_valid,n_removed,sigma,all_dt_mm,all_dr_mrad,all_sdt_mm,all_sdr_mrad,all_tx,all_ty,all_tz,robust_dt_mm,robust_dr_mrad,robust_sdt_mm,robust_sdr_mrad,robust_tx,robust_ty,robust_tz,oracle_dt_mm,oracle_dr_mrad,oracle_sdt_mm,oracle_sdr_mrad,oracle_tx,oracle_ty,oracle_tz,shift_dt_mm,shift_dr_mrad,shift_sdt_mm,shift_sdr_mrad,shift_tx,shift_ty,shift_tz,mrcs_dt_mm,mrcs_dr_mrad,mrcs_sdt_mm,mrcs_sdr_mrad,mrcs_tx,mrcs_ty,mrcs_tz
1,1548266530.54122,260551,3419,0.0264531827342716,9.979771470667574,5.727594101325778,0.038177270893667355,0.014312649855721855,7.520617198460915,-5.496601167911084,3.5809958338265133,6.269065805220007,3.80161359242625,0.07481874114895234,0.028093650487760764,4.994493343062044,-3.0467347476508437,2.2524719074262953,10.095566059642078,5.790199208687183,0.03843276622825279,0.014480086592943983,7.547304169272186,-5.645006067036256,3.6183643188888013,10.01811973959289,5.742913226123005,0.03845272135938123,0.014402593265007143,7.5545171387251795,-5.510837829389022,3.572263103855878,4.704560962275177,4.235694103217914,0.06025880593655087,0.020324639684983596,3.9798116341761833,-2.2796189303570666,1.047535553858265
2,1548266530.57459,261947,4466,0.03263281900288432,10.972620887133006,7.17137968942026,0.0533043027402092,0.019220104666301592,8.902950609761213,-5.878690401603725,2.564542597617006,7.431118204524727,5.1942388172063545,0.09820771498468876,0.036262285554108015,6.467520247458533,-3.5796970245660282,0.7605713843196004,11.301936200855547,7.368676202840644,0.05361826610637034,0.01944957236076563,9.162994222668877,-6.112084147861872,2.532928371075953,11.078257876173254,7.222682375556854,0.05355668419154151,0.019338927476805535,9.003412418450186,-5.891295517106066,2.5655627624808073,4.892167703956253,5.292456894269099,0.09862623369181307,0.03409508276628415,2.2708908456023313,-4.018713622441696,1.6205864468746085
3,1548266530.60794,259169,5964,0.03703619970413185,9.383139260353634,5.465465520589811,0.06069434174328499,0.0226998311911065,7.7187054024345665,5.334190356302926,-0.10631336859495691,8.13040255958083,4.935805005992504,0.1152834333750598,0.043514942419660266,7.756570882882603,1.969325674795382,1.435552265244289,8.22453309543489,4.785893867403936,0.06119668413571993,0.02316655550923284,6.706131847600921,4.761145962384777,0.04721657932953948,9.369261216037893,5.474535027147683,0.061004427204258416,0.022837465136066236,7.715808273800967,5.3334421967949694,-0.08405180734060175,8.550107988969808,4.825763929875547,0.11688487601733945,0.042176293710151455,7.441593444677344,3.7060394048886494,1.9980754631877886
4,1548266530.64131,260573,6010,0.039688024911707614,7.6581988256897215,3.1425205701445202,0.0586775565935096,0.021510576810127576,5.34596586250373,3.552275681252688,4.1773192043607255,5.616956146478845,3.1482356905750577,0.10886924843448711,0.040165265535555744,4.59248831706646,0.9395962186916671,3.094576926640356,7.691873729778303,3.1628552647621846,0.05907558766078109,0.02181238953888657,5.469656424159405,3.471128381059605,4.147173475839643,7.717859701150967,3.1579277217770945,0.059042391565770305,0.021695356353703496,5.411069940218752,3.581626932261047,4.174456512988724,6.473146235830828,3.2093639671391814,0.08906983625787648,0.0301389058650028,4.650723441488693,2.6321309557487362,3.6529823833448245
5,1548266530.67466,262186,6520,0.04474886884340438,6.711083446854274,3.6975126167758687,0.06481669836555126,0.023358049696362713,5.253142419794396,0.5498044804652079,4.140151057782614,5.5207756490255955,3.7584499111542726,0.11351600061727185,0.041239329272081224,4.7313467475751345,-1.1921861465247268,2.583024179739459,6.747962184394422,3.8993391608275108,0.06511764660037235,0.023593826469509954,5.548462587494215,0.6087812203811408,3.7919575397023357,6.74690015522072,3.6685717475801236,0.06515321083169992,0.02357283105427485,5.218157718320265,0.5409691503802273,4.151238336255174,7.112308441937974,3.7999674146501823,0.10088714444246616,0.03451776635239854,6.036132466235524,-1.8592128591843886,3.27007091170253
6,1548266530.70803,261906,12398,0.029209491757932395,14.811053711182673,10.281963589064816,0.0537028597624555,0.019256642877176166,11.631744063127265,8.22488747976229,4.052291701086091,11.688656653989591,8.470016766572792,0.10015645035203175,0.03675442303691113,7.882003338434567,8.134210889959142,2.8867509323513874,14.549854798211955,10.010345378147694,0.05443677421775758,0.01976777242656629,11.346102970103614,8.041478879613388,4.277714280967024,14.706238035557053,10.212520969695962,0.05514118976661907,0.019906843752532852,11.667335102252839,8.12764975224292,4.081800368108129,17.21333401424701,9.961527939972498,0.15463946241902163,0.04589131073846102,16.31770814670192,1.0420385787462116,5.380095196694513
8,1548266530.77475,259420,1598,0.025253130278826114,4.7790840019043355,4.209334051041011,0.040184571048355426,0.014409938381335245,2.3426331717431195,-3.6115811967096256,2.0756191797823123,6.500539803196808,4.5126607495365345,0.07794614477228899,0.028432874562063483,3.5758834035991502,-5.030108995179151,2.0415874003891994,4.715819891672508,4.168569993080603,0.04043874323853216,0.014572874456756391,2.195345618718553,-3.6099639644741415,2.0946539189721762,4.7892769160874815,4.215104854921001,0.0402734082866637,0.014444704261781769,2.3603819005034703,-3.6071798815883915,2.0803308196097605,4.798831813866404,4.014599469202343,0.05879364957675139,0.01963246568791343,1.1114328132527183,-4.419451110044161,1.5039799750431881
9,1548266530.80811,261395,4714,0.029684009397758775,1.694377052629829,2.486272155771791,0.04412655272384717,0.015484031462082349,0.19854468076389095,1.590236241351694,0.55012935107168,2.152062751671965,2.0601746605578097,0.08434921785104395,0.030405306961693936,-1.3296855950077744,1.344626987071858,-1.027272393866782,1.7683957667092383,2.4857881171385183,0.044358785559369784,0.015641522866552612,0.12669137040493175,1.655697205725887,0.6081444296641754,1.6855769271484995,2.482804613777466,0.044231596291348485,0.015552693936112541,0.1629081133124246,1.5735560016949945,0.5418298216825753,1.5529617237672144,2.3383157265883665,0.06168145560523397,0.021395599474728688,0.42974856818798707,0.9202668551392748,-1.1747830433567221
10,1548266530.84148,259842,3560,0.024019870891111,12.157649245223906,7.850515401768497,0.03993805982652993,0.014460133528038922,11.177859890350643,1.9000979228227572,4.387882328101837,8.941921238178098,6.399656463686342,0.0767751359980427,0.028940249170029558,8.14109077399921,2.1566486355852903,3.004906504687558,12.085174791843759,7.7688397805015,0.0401644126223047,0.014628462060685417,11.079979832778715,1.8490103496486487,4.457202865197522,12.105902673308623,7.828430649047416,0.04010969024206047,0.014533774263749615,11.118224924273232,1.8937429409902036,4.376202447586066,12.392807369461535,7.47285231797489,0.07330883592746575,0.024818080567412956,11.264628069791906,4.270291622956003,2.9076516986647905
11,1548266530.87485,258256,1527,0.02310404143945795,6.122801540392783,4.161173766760472,0.03351408754154766,0.012086473409329886,4.836947202182554,1.452668994337154,3.4615593681498633,4.791940557943291,3.3551101841143356,0.06601202968521862,0.024539282702397743,3.4863638978019122,1.7502257305616344,2.782924895688941,6.078792251575657,4.100622073188508,0.033584226096116,0.012141705557897859,4.756859779955054,1.4233474724544644,3.5068621650015968,6.1055631173037455,4.155270051126146,0.033601730907679345,0.01211658762453412,4.8206036882842405,1.45917208811639,3.444010429875314,6.403406718853332,4.0242750585760545,0.06262680600403057,0.022115649330880383,3.262791552506313,1.855482308182063,5.1879662967267635
12,1548266530.90822,260230,616,0.01644391615745121,7.9839300525738865,4.851310700696516,0.02215445906548134,0.008146661598628912,7.561232182842625,2.048495423934097,1.5409651065674699,5.398029021341792,3.6693849715313718,0.04568216355014336,0.01676493415035598,4.708144493263431,2.549076804745904,0.6886945544345912,7.991513387373503,4.854988631480652,0.0221851227370677,0.00817017283987028,7.565111551408553,2.068072299332863,1.535073418454917,7.985772172752721,4.851234701230556,0.022165143055229312,0.008150648151548364,7.562448918795434,2.048081238993809,1.544458221052559,5.556615672214011,4.252073442286972,0.04540872787103709,0.0159075357166159,2.034630788914296,5.1101064202830635,0.7893463465920221
18,1548266531.10844,260053,1017,0.0195865263555647,4.9609962060257535,3.206233080041409,0.02630364050834318,0.009644958041493342,4.271767224522992,-2.362830151074903,-0.8834714556025067,5.5425932757145215,2.8986417524430523,0.052664791489331446,0.019456040178284832,5.438470605527867,-0.8722603569167425,0.6184978274470115,4.978294139059864,3.1685355866158895,0.02652407009019476,0.009750543031901973,4.264310984569787,-2.450650916804403,-0.7703080201068823,4.9217776166208775,3.192460733801281,0.026346172422322865,0.00967323601913474,4.239108740693998,-2.3566093728131734,-0.8758210038348389,4.351129598262819,4.784677739119885,0.05284579427722818,0.01981029946026027,3.4177129329697444,2.6369170862379705,0.5461093013274588
23,1548266531.27527,262143,2402,0.02408942576588515,4.713523283218837,3.954730289102976,0.037211386321848346,0.0130526471562787,1.2365726093861016,-3.469231675865955,-2.941533868975578,2.6103668204816697,3.685773383921775,0.07395767825923293,0.026313106039420605,-0.4428654509779784,-2.059598153806434,-1.5414086332438859,4.699413523457153,3.9440567612473703,0.03747842322453797,0.013226948260105146,1.198119039291209,-3.4286119339641314,-2.9822170340903456,4.737430715230435,3.947921771351808,0.0373245850203788,0.013098423250675277,1.267729232589125,-3.4992910463509204,-2.9389997532489796,12.78690959672432,3.299443474507873,0.13722314521012585,0.040702978815952105,11.936189139786169,3.583723550653938,2.8617077709891303
24,1548266531.30863,260953,2063,0.030714255142582508,2.4450705783246094,3.0872505217616584,0.04566045793312572,0.016259412754639557,0.29498388859283237,-0.8341125315923867,-2.279388278266744,3.017814120933961,2.8021731156312524,0.08865522156223314,0.03159728455710012,-0.9336405342177659,-0.6460973899003866,-2.796082184796772,2.419692499689753,3.0821930721517368,0.045787232053961166,0.01636321461517504,0.3492408491875647,-0.7600892955814016,-2.270508067604289,2.4317758204233892,3.0810399295379614,0.04580288481963808,0.016317627293055567,0.30062451515933525,-0.8394318644387568,-2.258630191883025,11.119650476157307,2.4422856845828087,0.12515018878089296,0.039164552971532623,5.420111197114708,-8.461477441753205,-4.761556554900807
