frame,stem,n_valid,n_removed,sigma,all_dt_mm,all_dr_mrad,all_sdt_mm,all_sdr_mrad,all_tx,all_ty,all_tz,robust_dt_mm,robust_dr_mrad,robust_sdt_mm,robust_sdr_mrad,robust_tx,robust_ty,robust_tz,oracle_dt_mm,oracle_dr_mrad,oracle_sdt_mm,oracle_sdr_mrad,oracle_tx,oracle_ty,oracle_tz,shift_dt_mm,shift_dr_mrad,shift_sdt_mm,shift_sdr_mrad,shift_tx,shift_ty,shift_tz,mrcs_dt_mm,mrcs_dr_mrad,mrcs_sdt_mm,mrcs_sdr_mrad,mrcs_tx,mrcs_ty,mrcs_tz
24,1548339349.49545,255167,1151,0.04549764485507641,1.335379002595512,1.8873555206696557,0.047737010374395365,0.027984297891523256,0.2600726047158746,0.8032944262692847,1.03456144601178,2.9710206396773087,2.4637641807791857,0.08884259714753442,0.05040033314843881,-2.332087024929186,1.5954599868013635,-0.9180638213442978,1.2131602998717688,1.8186868857579421,0.04804645018382293,0.028191567726105354,0.06667569834527463,0.844235459738408,0.8686649255929518,1.3538148709732085,1.8863847268016394,0.04790178117835013,0.02806159267537032,0.25247297016725645,0.8360440305394874,1.0565553690239837,1.1764811702527143,2.0449306626869275,0.06981248515838372,0.04437044880654598,1.0610366865492995,-0.39759413463008464,0.31658805704485166
26,1548339349.56218,255384,2152,0.040514812505406415,3.818347143141641,2.240369506063346,0.039933693032482565,0.023304379683151626,3.798492810913135,0.016822327821379598,0.3885154826590994,1.013497905644701,1.6777418512342728,0.07802263086314877,0.04401209368204707,0.35436535110390527,-0.2663615706663239,-0.9114026093639244,3.651519638477288,2.1157737718477043,0.04013344542695919,0.02341782663774948,3.642949652005994,0.04100876080310243,0.24664100363099728,3.83365232958725,2.2361921150194037,0.04005378857052883,0.023362296929114464,3.813736959737016,0.04219864215095612,0.3953454892426962,6.639438466599843,3.901545369471923,0.07538313129209369,0.04270034772332808,6.154155196985474,2.123122133405853,1.304173826537141
31,1548339349.72907,256238,1979,0.04198979787164439,3.355533673555082,2.5938088401973864,0.04140768066135743,0.024758691609407257,3.3007509305546088,-0.5991604111427101,0.07520858012384572,2.0025653880604506,2.351811473197086,0.0809432229496632,0.047146431115446856,-0.08216986412954333,-1.0753852624952145,-1.6873241490877604,3.328150551641,2.628589244137382,0.0416129252651791,0.02487543637048228,3.2533594981412275,-0.7015954367377127,0.0013832539079066677,3.350795981352684,2.587120372617277,0.041502536124080155,0.02481541823444969,3.30171856611286,-0.5779295350831959,0.07830801528440845,5.740903966345317,4.570272580664866,0.05800989810080567,0.035739208287928745,4.570310642365657,-3.358460488915291,0.8893717599932419
33,1548339349.79581,257480,3709,0.041309897393243526,1.8563143260440838,2.3816702382987613,0.043459128377615036,0.025975793595787586,1.1938197345405694,0.22102590239791792,1.4042239383257829,1.021228699352047,2.2855738546784687,0.0791091437404814,0.046729841891094845,-0.2291310242107885,-0.8686041792497446,-0.4857301822146382,1.6398472277215006,2.4010114372295828,0.04377324436921737,0.026151909870300773,1.0940799324317976,0.00928815938196525,1.2214752399501267,1.8059080290242044,2.3655395014799305,0.0441205419541829,0.026247356120271965,1.1881260123751476,0.25833646441291475,1.3635597012784686,2.4998354646895447,1.5632573624626631,0.05939501828252496,0.037275350664086326,0.33228374591995974,0.643870867193351,2.3925290320279657
34,1548339349.82918,258224,2343,0.038531091135154766,4.607988570648178,1.6142275443250464,0.0420372168770944,0.025383475598641098,-0.9590099942381888,4.208319935233916,1.6136609993701667,2.9295432115394835,3.118203879315834,0.08224207562619647,0.04814151835326881,-2.8662617368120356,0.4269164670629087,-0.4295455907291435,4.610469219795012,1.6877396342625393,0.042274368378591304,0.0255324250946334,-1.0738209587502499,4.219727880024791,1.5156620974898756,4.617373720990181,1.607087699806359,0.04216496970683988,0.025471076935448783,-0.9528333710027468,4.225877476493265,1.611121697632583,3.77789047413981,0.8140021183932503,0.06244587430634064,0.03912117642766104,0.746820849958879,3.0338473334500153,2.1237903404011527
36,1548339349.89591,259137,2775,0.06590236804475634,2.3609566013163215,2.5901686448051726,0.06830946472371845,0.04029715801208781,2.2591052542475323,0.07822895167288414,-0.6814981692201891,2.959672063427436,2.220872638947557,0.11427426555370347,0.06742250336244657,1.9483944634414476,0.6482287437779622,-2.1314824028369497,2.4540979110569046,2.629261562893544,0.06891569387092317,0.040551091490423304,2.3765660944717193,0.12321746363530475,-0.5994560970718241,2.3446268840001325,2.5814409592764616,0.06854111205065,0.040436294610205516,2.249754966755706,0.08115715858636162,-0.6480795598013773,5.065464049546584,3.0136761756220656,0.12787523534284342,0.06890595572906401,4.179026209413418,2.433296371053723,1.5078908279120817
37,1548339349.92928,260362,1838,0.042361412345785776,2.385459672975382,1.9677970040699149,0.04551876212822728,0.02781090346372611,-1.0691701443155823,0.5085338184699599,2.070914389676303,1.3291724162620167,2.904340785641953,0.08732325974291916,0.051827660016344555,-0.2870974323474163,-1.2853789133774132,-0.17909613489974882,2.3672266840571536,2.028870013927574,0.04564056897587991,0.027878731735017113,-1.0599390970643525,0.4112168300179914,2.0763410131615156,2.3861662732259292,1.9555435327116766,0.04566382731489862,0.027896111778709008,-1.0662213189759622,0.5193895269932515,2.0818131069142183,4.707972888858597,4.469056842682009,0.07993090020964518,0.048016525617685636,-2.8587288191023394,-3.577519301679067,1.0927185855356474
39,1548339349.99600,260239,2981,0.028324690447058317,4.353453712458074,3.272845452478855,0.027658374426224916,0.017103841003003207,-2.9076889122276595,2.7538883984556346,1.707045138558081,3.1818051351331564,3.2824378610649485,0.05594176383341649,0.033173378141418866,-3.0078631004042715,0.9497866543763865,0.4177903760914535,3.52475778135139,3.708759085486865,0.02834451115677659,0.017410619373799827,-3.188837601015227,1.3199708701772865,0.7161767054519746,4.357243598504905,3.280538513451491,0.027843790992390552,0.017212142176663194,-2.891068004369895,2.7541943708187473,1.6965542379844625,3.486776245450074,4.3839525018544965,0.03857018978960511,0.02453197010765355,-3.4793836873793937,0.21563463105674946,-0.07070677281636246
40,1548339350.02937,255447,1550,0.09130852387201337,6.969266349791164,4.599537714648282,0.08297323450412909,0.05082886847298246,6.46914631930481,-1.3399732562656632,-2.2192996702224046,5.630252479536448,3.8440494976431965,0.12619148791436985,0.07642331658118957,5.103500430965236,-1.0322474896351648,-2.1420764352856008,6.996824770209703,4.61969308384537,0.08338421180506007,0.05104725311579887,6.591826719613134,-1.1517887482331508,-2.0437123190551847,6.9596169806177155,4.590964733444998,0.08319439967454739,0.0509483001525477,6.466086118600277,-1.3123556921576407,-2.214725430104691,7.53590200018554,4.785192923150876,0.1454423593219079,0.09033113404950723,7.189363715082025,1.0202256176229099,-2.015442387618252
42,1548339350.09611,256118,1278,0.08022057084141077,5.341156980106535,3.429538280606131,0.06616942783966193,0.04058576458405447,5.069727878438684,-0.1562539510148626,-1.673738876741114,3.6021489851980344,1.8456241553667896,0.10320007129431007,0.06231581366962772,2.6328937107742836,0.5575052461525549,-2.3942714799790004,5.299622540520413,3.3627539254137844,0.0664481872221429,0.040696644749789845,4.985298238518491,-0.1623899380432379,-1.7906507345204898,5.3432793418856,3.429870894549108,0.066214218231472,0.04062382717845506,5.069691886064161,-0.15489130554016525,-1.672140313741127,7.861942354228572,4.7436102869609575,0.10633918786865064,0.06705420906170051,7.441397143055359,2.5368318730123876,0.01517196787160699
45,1548339350.19622,261170,1724,0.030219248991178144,4.965768971542381,5.496566310968815,0.029268029640712515,0.017985581518990115,4.802309373195732,0.7128183473038646,-1.043348535531859,3.968916660126027,4.63888301386887,0.053293811912034215,0.031941916296975195,3.622439157546591,0.180217809159,-1.6117554238038143,5.014279822795222,5.476964297437512,0.029926727217875045,0.018223452360161565,4.850751182226179,0.9018190103878988,-0.8943922975549409,4.937325168966414,5.499147698991352,0.02942825938079664,0.018090916183054986,4.77125647633734,0.7135307878982386,-1.0366659835400305,4.878231736600504,5.254196387374412,0.039806968872888114,0.025865069628715966,4.859842718738252,0.2668698584882549,-0.32841148538628656
46,1548339350.22959,257795,1198,0.08162598059571584,6.43783501739035,4.007135767868027,0.06963079189118444,0.042941733012575374,6.186792350771835,-0.40136058059090973,-1.7344249202304045,5.394860865536536,3.362229652525329,0.10502677890864637,0.06283015145472329,4.842014168312552,-0.741852153536598,-2.260326953042688,6.384240830620921,3.921626160495249,0.06990082879571559,0.04308373804581534,6.074069210307351,-0.4386076533514386,-1.9162039396121362,6.475450063455504,4.032281027136131,0.06985105566827063,0.043037974557417424,6.22442776837383,-0.4036608979902983,-1.7223146085663406,7.840063470266061,4.877282647036426,0.11982136498585945,0.06620439074496325,7.613352799644468,1.871742275685536,-0.00593458992471894
