c_rgb@0.0,c_depth@0.0,ess_frac@0.0,c_rgb@0.05,c_depth@0.05,ess_frac@0.05,c_rgb@0.1,c_depth@0.1,ess_frac@0.1,c_rgb@0.25,c_depth@0.25,ess_frac@0.25,c_rgb@0.5,c_depth@0.5,ess_frac@0.5,c_rgb@0.75,c_depth@0.75,ess_frac@0.75,c_rgb@1.0,c_depth@1.0,ess_frac@1.0,sem_area_frac,depth_valid_frac,gtmc_area_frac,gtmc_recall,gtmc_missed_frac,_inter_px,_gtmc_px,_mask_px,_total_px,seq,frame,stem
1.0,1.0,0.8460694555095537,1.0090967548355227,1.0097953128916843,0.8611407620611479,1.018193630269678,1.019590696998701,0.875542741600542,1.0454840153748783,1.0489767781044188,0.9143875680172697,1.090968030749757,1.0979535562088376,0.9631915595487963,1.1364520461246352,1.1469303343132564,0.9912725044394343,1.1819360614995138,1.195907112417675,1.0,0.15393054449044627,0.8541276454925537,0.0,,,0.0,0.0,47154.0,307200.0,balloon,10,1548266470.21584
1.0,1.0,0.8458003749257007,1.0091156039678892,1.0098203162927883,0.860898258965827,1.0182312079357785,1.0196407041476216,0.8753255790945633,1.0455780198394464,1.0491018677121213,0.914239904726657,1.0911560396788929,1.0982037354242427,0.9631305311157035,1.1367340595183393,1.147305603136364,0.9912589253943896,1.1823120793577857,1.1964074708484853,1.0,0.1541996250742993,0.8503450751304626,0.0002994791720993817,0.0,0.0002994791720993817,0.0,92.0,47230.0,307200.0,balloon,11,1548266470.24921
1.0,1.0,0.8462377602278442,1.009084953067589,1.0097371971909235,0.8612923950800975,1.0181700267468428,1.0194743943818472,0.8756782978116084,1.0454252477846049,1.0486859142125127,0.9144799326901885,1.0908504955692098,1.0973718284250256,0.9632297383055369,1.1362757433538149,1.1460577426375382,0.9912810010605694,1.1817009911384198,1.194743656850051,1.0,0.1537622397721557,0.84703129529953,0.0,,,0.0,0.0,47125.0,307200.0,balloon,12,1548266470.28258
1.0,1.0,0.8464494373210995,1.009070370284585,1.0097488641375254,0.8614835865836595,1.0181404992974166,1.019497728275051,0.8758491183866677,1.0453513688794183,1.0487444642496186,0.9145961043865447,1.0907027377588363,1.0974889284992373,0.9632777630445203,1.1360541066382546,1.1462333927488562,0.9912916907582324,1.1814054755176726,1.1949778569984748,1.0,0.15355056267890052,0.8467382788658142,0.0,,,0.0,0.0,47042.0,307200.0,balloon,13,1548266470.31595
1.0,1.0,0.845052125833132,1.0091679235772608,1.010001519007658,0.8602235506301668,1.0183358471545219,1.0200031813179253,0.8747217990611724,1.0458397385883462,1.0500080249461181,0.913829331016187,1.0916794771766924,1.1000160498922364,0.9629608943775616,1.1375192157650384,1.1500240748383546,0.9912211983076386,1.1833589543533847,1.200032099784473,1.0,0.15494787416686795,0.8518587350845337,0.0,,,0.0,0.0,47484.0,307200.0,balloon,14,1548266470.34932
1.0,1.0,0.845451518554305,1.0091399966795238,1.0099884898710865,0.8605836672020813,1.0182799933590476,1.0199769078038674,0.8750441387024506,1.0456999833976193,1.0499424493554328,0.9140484750031358,1.0913999667952385,1.0998848987108656,0.9630514287320858,1.1370999501928578,1.1498273480662984,0.9912413298415078,1.182799933590477,1.1997697974217312,1.0,0.15454848144569502,0.8482747673988342,0.0,,,0.0,0.0,47395.0,307200.0,balloon,15,1548266470.38269
1.0,1.0,0.8468115658246851,1.0090450131031294,1.0099101352836652,0.8618099035812692,1.0180900262062587,1.0198203421247871,0.8761414077326954,1.0452250655156468,1.0495509626481525,0.9147948578108291,1.0904501310312933,1.099101925296305,0.9633599405454982,1.13567519654694,1.1486528879444577,0.991309987254476,1.1809002620625868,1.1982038505926103,1.0,0.1531884341753149,0.8516764640808105,0.004404297098517418,0.009608277900960829,0.0043619791977107525,13.0,1353.0,46961.0,307200.0,balloon,16,1548266470.41606
1.0,1.0,0.8491099715844139,1.008885211676642,1.0097094362987231,0.8638822455192264,1.0177704233532843,1.0194188725974462,0.87799589840995,1.0444259381779577,1.0485473250839716,0.9160566742661093,1.0888518763559152,1.0970946501679433,0.9638820659991412,1.1332778145338729,1.145641975251915,0.9914263783874014,1.1777037527118306,1.1941893003358865,1.0,0.1508900284155861,0.8460124135017395,0.0025976563338190317,0.0,0.0025976563338190317,0.0,798.0,46241.0,307200.0,balloon,17,1548266470.44942
1.0,1.0,0.8502883280241771,1.0088036066965864,1.0096847614747375,0.8649446891533535,1.0176072133931728,1.0193694509588005,0.8789467544925408,1.0440179134070056,1.048423807373688,0.9167038155719219,1.0880358268140111,1.096847614747376,0.9641501189650904,1.1320537402210165,1.145271422121064,0.9914862271615438,1.176071653628022,1.1936952294947523,1.0,0.1497116719758229,0.8433659076690674,0.019635416567325592,0.10626657824933687,0.017548829317092896,641.0,6032.0,45849.0,307200.0,balloon,18,1548266470.48279
1.0,1.0,0.8509320416850139,1.0087590749493067,1.0095678815779896,0.8655250370552936,1.0175181498986134,1.0191356920763883,0.8794659867366487,1.0437954945320316,1.0478394078899482,0.9170574014778329,1.0875909890640632,1.0956788157798967,0.9642966560269984,1.1313864835960947,1.143518223669845,0.9915189719453488,1.1751819781281263,1.1913576315597934,1.0,0.14906795831498607,0.8525032997131348,0.025328775867819786,0.3616501734995502,0.01616862043738365,2814.0,7781.0,45714.0,307200.0,balloon,19,1548266470.51616
1.0,1.0,0.8505564284057763,1.0087850234449707,1.0095024956966832,0.8651863692676857,1.0175700468899411,1.0190049913933663,0.8791628978667388,1.0439252372339158,1.0475124784834158,0.9168510750418819,1.087850474467832,1.0950249569668316,0.9642111412139523,1.1317757117017477,1.1425374354502473,0.991499860704302,1.1757009489356636,1.190049913933663,1.0,0.14944357159422372,0.852942705154419,0.021041667088866234,0.0719368811881188,0.019527995958924294,465.0,6464.0,45763.0,307200.0,balloon,20,1548266470.54953
1.0,1.0,0.8517902863413105,1.0086999185277485,1.0094196432664888,0.866298896509763,1.0173997172433624,1.0188392865329776,0.8801584826532919,1.0434994728266078,1.0470983596035173,0.9175288984274461,1.0869989456532159,1.0941967192070348,0.9644921445774135,1.1304984184798237,1.141295078810552,0.9915626850857284,1.1739978913064315,1.1883934384140695,1.0,0.1482097136586895,0.8437825441360474,0.025677083060145378,0.3769016227180527,0.01599934883415699,2973.0,7888.0,45424.0,307200.0,balloon,21,1548266470.58290
1.0,1.0,0.8564082317202494,1.0083834668109393,1.0090507607910422,0.8704629495413825,1.0167666954957975,1.0181013804858225,0.8838851914881937,1.0419168578025344,1.0452535217626873,0.9200672626390716,1.0838337156050688,1.0905070435253748,0.9655462508345929,1.1257505734076032,1.135760565288062,0.9917989769918668,1.1676674312101376,1.1810140870507495,1.0,0.1435917682797506,0.8514681458473206,0.018395183607935905,0.0014156786409485046,0.018369141966104507,8.0,5651.0,44033.0,307200.0,balloon,22,1548266470.61627
1.0,1.0,0.8550511680152557,1.0084760326286204,1.0092102197749875,0.8692390647108698,1.0169520652572406,1.0184204395499747,0.8827901199753488,1.0423801631431016,1.046051169729867,0.9193210784727153,1.0847603262862031,1.092102339459734,0.9652360920924286,1.1271404894293047,1.138153509189601,0.9917293489662051,1.1695206525724062,1.184204678919468,1.0,0.1449488319847443,0.8500716090202332,0.014404296875,0.03389830508474576,0.013916015625,150.0,4425.0,44398.0,307200.0,balloon,23,1548266470.64963
1.0,1.0,0.853671782221946,1.0085705437244434,1.0092615553325754,0.8679954170421497,1.0171409676900143,1.018523038746381,0.8816767800964604,1.0428525988633446,1.0463076328253376,0.9185628261358854,1.0857051977266892,1.092615265650675,0.9649211648085395,1.1285577965900337,1.1389228984760125,0.9916587371668297,1.1714103954533783,1.18523053130135,1.0,0.14632821777805405,0.8382226824760437,0.017558593302965164,0.024100852799406748,0.017135417088866234,130.0,5394.0,44776.0,307200.0,balloon,24,1548266470.68300
1.0,1.0,0.8543023407872369,1.008527336843797,1.0092028176952546,0.868564013704428,1.0170545540996656,1.0184054921916528,0.882185794291149,1.0426364450431282,1.04601380207856,0.9189094202050563,1.0852728900862565,1.09202760415712,0.9650650857483847,1.1279093351293845,1.13804140623568,0.9916909957099481,1.1705457801725128,1.1840552083142402,1.0,0.14569765921276318,0.8411263227462769,0.012249349616467953,0.0,0.012249349616467953,0.0,3763.0,44602.0,307200.0,balloon,25,1548266470.71637
1.0,1.0,0.8566790382865633,1.0083649158732828,1.008958558336865,0.8707069291273436,1.0167298317465654,1.0179173302846778,0.8841038921400048,1.0418245793664136,1.0447933613135194,0.920216190108433,1.083649158732827,1.0895867226270386,0.9656081828572817,1.1254737380992406,1.134380083940558,0.9918128903334757,1.167298317465654,1.1791734452540774,1.0,0.14332096171343664,0.8423144817352295,0.015400391072034836,0.0,0.015400391072034836,0.0,4731.0,43840.0,307200.0,balloon,26,1548266470.74974
1.0,1.0,0.8548860951434799,1.0084873239651981,1.0092775527840272,0.8690902441603252,1.0169746479303965,1.0185549632470148,0.8826568807034023,1.0424366198259911,1.0463875504385765,0.919230326500153,1.0848732396519825,1.0927751008771531,0.9651983866221182,1.1273098594779736,1.1391626513157296,0.9917208901775424,1.169746479303965,1.185550201754306,1.0,0.14511390485652007,0.8473828434944153,0.014622395858168602,0.0,0.014622395858168602,0.0,4492.0,44413.0,307200.0,balloon,27,1548266470.78311
1.0,1.0,0.8542003878136271,1.0085342984507846,1.0094094720846465,0.8684719682507075,1.0170684772747283,1.0188189441692932,0.8821033332780739,1.042671372627082,1.0470474322101646,0.9188533775857818,1.085342745254164,1.0940948644203292,0.9650418108682172,1.128014117881246,1.1411422966304936,0.9916857776211268,1.170685490508328,1.1881897288406582,1.0,0.14579961218637288,0.8418587446212769,0.021057942882180214,0.0,0.021057942882180214,0.0,6469.0,44627.0,307200.0,balloon,28,1548266470.81648
1.0,1.0,0.854133685711669,1.0085388935267448,1.0093118701250183,0.8684119330397198,1.0170776673840451,1.0186237402500364,0.882049646260712,1.0426942282948348,1.0465594930018953,0.91881671266363,1.0853884565896696,1.0931189860037906,0.9650265844170653,1.1280826848845047,1.139678479005686,0.9916823642007718,1.1707769131793395,1.1862379720075813,1.0,0.14586631428833097,0.8475423455238342,0.014589844271540642,0.0,0.014589844271540642,0.0,4482.0,44646.0,307200.0,balloon,29,1548266470.84985
1.0,1.0,0.8589442048869724,1.0082109987069294,1.0092074817906984,0.8727494291140943,1.0164219974138586,1.0184151052218884,0.8859320861404416,1.0410549935346467,1.046037692234475,0.9214622073908703,1.0821099870692934,1.0920753844689501,0.966126718571776,1.12316498060394,1.138113076703425,0.9919295137658095,1.1642199741385868,1.1841507689379003,1.0,0.14105579511302757,0.85044926404953,0.014576823450624943,0.0,0.014576823450624943,0.0,4478.0,43185.0,307200.0,balloon,30,1548266470.88322
1.0,1.0,0.8572082349941487,1.0083289796821135,1.0093634677930692,0.8711842995800182,1.0166577210256567,1.0187270781350497,0.8845309582187021,1.0416444217334269,1.0468176240631686,0.9205072396929539,1.0832888434668537,1.0936352481263372,0.9657292445419551,1.1249332652002806,1.1404528721895058,0.9918400971657355,1.1665776869337074,1.1872704962526741,1.0,0.1427917650058513,0.8472558856010437,0.09385091066360474,0.7786063612084215,0.020777994766831398,22448.0,28831.0,43726.0,307200.0,balloon,31,1548266470.91659
1.0,1.0,0.8562980929530135,1.0083909286638646,1.0094691939221307,0.8703634351718689,1.0167817380333413,1.0189383878442615,0.8837963732977037,1.0419544047305473,1.0473459696106537,0.9200066951578406,1.0839088094610947,1.0946919392213073,0.965521066374265,1.125863214191642,1.142037908831961,0.9917933201384735,1.1678176189221896,1.1893838784426147,1.0,0.14370190704698646,0.845445990562439,0.13479818403720856,0.5516058922965468,0.06044270843267441,22842.0,41410.0,44005.0,307200.0,balloon,32,1548266470.94997
1.0,1.0,0.8612584252050787,1.0080545133807035,1.0091769424855321,0.8748361036799415,1.0161091452502105,1.0183538849710643,0.8877999773575292,1.0402729223699276,1.0458848536048755,0.9227357781796922,1.0805458447398555,1.091769707209751,0.9666574098461481,1.1208187671097831,1.1376545608146265,0.9920491137783637,1.161091689479711,1.183539414419502,1.0,0.13874157479492136,0.8527994751930237,0.09455078095197678,0.7796254217448185,0.020836589857935905,22645.0,29046.0,42502.0,307200.0,balloon,33,1548266470.98334
1.0,1.0,0.8636614637621018,1.007892983342224,1.0089592055636263,0.8770028969833417,1.0157860849119063,1.0179184816200024,0.8897398357127816,1.039465271393495,1.044796168803631,0.9240588330570182,1.07893054278699,1.0895923376072618,0.9672094537475205,1.118395814180485,1.1343885064108927,0.9921737848234645,1.1578610855739802,1.1791846752145236,1.0,0.1363385362378981,0.850817084312439,0.08822266012430191,0.8033724448380193,0.017347006127238274,21773.0,27102.0,41762.0,307200.0,balloon,34,1548266471.01671
1.0,1.0,0.861381642354248,1.0080462325909518,1.009068760151597,0.8749471935708129,1.0160925837075583,1.0181375203031944,0.8878994944416783,1.0402314000060686,1.0453438007579858,0.9228036035999143,1.080462800012137,1.0906876015159719,0.9666856918458376,1.1206942000182056,1.1360314022739577,0.9920554944532678,1.160925600024274,1.1813752030319438,1.0,0.138618357645752,0.8523437976837158,0.08495442569255829,0.8642807877998314,0.011529948562383652,22556.0,26098.0,42469.0,307200.0,balloon,35,1548266471.05008
1.0,1.0,0.8610073164358505,1.0080714684036023,1.0091089041435368,0.874609658452576,1.016143055355341,1.0182178786902532,0.8875973440031715,1.0403575791142843,1.045544661524043,0.9225975592764507,1.0807151582285683,1.091089323048086,0.9665997810862104,1.1210727373428526,1.136633984572129,0.9920361143535651,1.1614303164571367,1.1821786460961718,1.0,0.13899268356414946,0.8540624976158142,0.1316438764333725,0.559778442669568,0.05795247480273247,22638.0,40441.0,42607.0,307200.0,balloon,36,1548266471.08345
1.0,1.0,0.8594583825940417,1.0081761972708723,1.0092825271276402,0.8732130257343714,1.0163523945417443,1.018564983492446,0.8863472806961227,1.0408808676057622,1.0464124941125321,0.9217451220355409,1.0817617352115245,1.0928249882250642,0.9662445478200515,1.1226426028172867,1.1392374823375964,0.9919560473770873,1.163523470423049,1.1856499764501287,1.0,0.1405416174059583,0.8522168397903442,0.13555338978767395,0.552759233466212,0.06062500178813934,23018.0,41642.0,43076.0,307200.0,balloon,37,1548266471.11681
1.0,1.0,0.856837215987039,1.0083540936798325,1.0094907417981491,0.8708494853669808,1.016708187359665,1.018981483596298,0.8842313326192801,1.0417707066586865,1.0474535662406241,0.9203031820933122,1.083541413317373,1.0949071324812483,0.9656443632226583,1.1253121199760596,1.1423606987218726,0.991821019992204,1.1670828266347462,1.1898142649624968,1.0,0.14316278401296106,0.8478743433952332,0.1397363245487213,0.5554080182635637,0.06212565302848816,23842.0,42927.0,43886.0,307200.0,balloon,38,1548266471.15018
1.0,1.0,0.8479562571332333,1.008965329895794,1.0101059885121535,0.8628420402205559,1.017930659791588,1.020211977024307,0.8770650560043617,1.0448265289594052,1.0505299425607673,0.9154232155567286,1.0896530579188104,1.1010598851215345,0.9636198596961846,1.1344795868782154,1.1515898276823016,0.991367897276897,1.1793061158376206,1.2021197702430688,1.0,0.15204374286676672,0.8495410084724426,0.10042643547058105,0.7915788791287154,0.02093099057674408,24421.0,30851.0,46553.0,307200.0,balloon,39,1548266471.18355
1.0,1.0,0.8455993359954513,1.0091296585411096,1.010245762262463,0.8607169810560714,1.0182593170822192,1.0204915245249262,0.8751634052530105,1.0456482927055477,1.051228667210794,0.9141295859463088,1.0912965854110954,1.102457334421588,0.9630849433118073,1.1369448781166431,1.153686001632382,0.9912487841415469,1.182593170822191,1.204914668843176,1.0,0.1544006640045487,0.8505827188491821,0.10074544697999954,0.8029015477075189,0.01985677145421505,24849.0,30949.0,47291.0,307200.0,balloon,40,1548266471.21691
1.0,1.0,0.8500084977317592,1.008822917307515,1.0098867641794333,0.864692304035107,1.0176458346150297,1.0197736717824917,0.8787208015275271,1.044114706696607,1.0494341077444167,0.9165501217003784,1.0882294133932142,1.0988682154888336,0.9640864405734721,1.1323441200898212,1.1483023232332503,0.991472003730088,1.1764588267864284,1.1977364309776672,1.0,0.1499915022682407,0.8495117425918579,0.009173177182674408,0.029098651525904896,0.008906249888241291,82.0,2818.0,45944.0,307200.0,balloon,41,1548266471.25028
1.0,1.0,0.8477869042829151,1.0089771208005525,1.010022656314757,0.8626893816932302,1.017954121024343,1.020045312629514,0.8769281940653586,1.0448854231376197,1.050113281573785,0.9153302431252109,1.0897708462752391,1.10022656314757,0.963581390756698,1.1346562694128588,1.1503398447213549,0.9913593225596683,1.1795416925504782,1.20045312629514,1.0,0.15221309571708488,0.8485937714576721,0.00985026080161333,0.0,0.00985026080161333,0.0,3026.0,46579.0,307200.0,balloon,42,1548266471.28365
1.0,1.0,0.8465442739888887,1.0090636683076828,1.0101376330426974,0.8615689333675729,1.0181272160469772,1.0202751229055655,0.8759255965397621,1.0453182812542199,1.050687950443743,0.9146481538609738,1.0906365625084398,1.101375900887486,0.9632992819596085,1.1359548437626596,1.1520638513312287,0.9912964812710412,1.1812731250168795,1.2027518017749717,1.0,0.15345572601111138,0.8545215129852295,0.0024218750186264515,0.0,0.0024218750186264515,0.0,744.0,47023.0,307200.0,balloon,43,1548266471.31702
1.0,1.0,0.8473256745052539,1.0090092120793668,1.0100275155602854,0.8622735068141978,1.0180183036196442,1.0200548871504982,0.8765560615827133,1.0450459398577445,1.050137289861282,0.9150770504289355,1.0900918797154893,1.100274579722564,0.9634766473721891,1.1351378195732338,1.150411869583846,0.9913359820295327,1.1801837594309783,1.2005491594451279,1.0,0.15267432549474613,0.8482747673988342,0.000924479216337204,0.0,0.000924479216337204,0.0,284.0,46747.0,307200.0,balloon,44,1548266471.35039
1.0,1.0,0.8496840096463653,1.0088454053887748,1.0099529085013847,0.8643997906469711,1.0176908107775495,1.0199057452432019,0.8784590108900208,1.044227026943874,1.0497643989877883,0.9163719108639516,1.0884540538877479,1.0995287979755766,0.9640126173535359,1.132681080831622,1.1492931969633646,0.9914555188486297,1.176908107775496,1.199057595951153,1.0,0.15031599035363472,0.8498828411102295,0.0004134114715270698,0.0,0.0004134114715270698,0.0,127.0,46068.0,307200.0,balloon,45,1548266471.38376
1.0,1.0,0.8492156785914867,1.0088778818720825,1.0100111144313106,0.8639775954011331,1.0177556435860562,1.0200221575797115,0.8780810466436225,1.044389289202304,1.0500554295907334,0.916114721183017,1.088778578404608,1.100110859181467,0.963906102119335,1.133167867606912,1.1501662887722004,0.9914317423611246,1.1775571568092158,1.2002217183629338,1.0,0.15078432140851325,0.856396496295929,0.0,,,0.0,0.0,46215.0,307200.0,balloon,46,1548266471.41713
1.0,1.0,0.8483377646543896,1.008938824493112,1.0099901693455797,0.8631859962650541,1.0178775286652653,1.019980266934558,0.8773727066900255,1.0446939419841215,1.0499506314580942,0.915632669758882,1.089387883968243,1.0999012629161884,0.9637065390037661,1.1340818259523644,1.1498518943742824,0.991387222946309,1.1787757679364859,1.1998025258323766,1.0,0.15166223534561038,0.8504459857940674,0.0005794271128252149,0.0,0.0005794271128252149,0.0,178.0,46486.0,307200.0,balloon,47,1548266471.45049
1.0,1.0,0.8490496944570687,1.0088893921773252,1.0100468128811482,0.8638279084358789,1.0177786640146949,1.0200934827960089,0.8779470970010712,1.0444468405466707,1.050233778473166,0.9160235748269377,1.0888936810933414,1.1004675569463316,0.963868360819608,1.133340521640012,1.1507013354194975,0.9914233201294733,1.1777873621866828,1.2009351138926632,1.0,0.15095030554293132,0.8545052409172058,0.0016276042442768812,0.0,0.0016276042442768812,0.0,500.0,46195.0,307200.0,balloon,48,1548266471.48386
1.0,1.0,0.8493372669326094,1.0088694290791873,1.0099758354950878,0.8640871776376676,1.0177388581583746,1.0199515272565036,0.8781792611832362,1.0443471453959363,1.049879033741767,0.9161814905558899,1.0886942907918729,1.0997580674835339,0.9639337518823132,1.1330414361878092,1.1496371012253008,0.9914379134061917,1.1773885815837455,1.1995161349670678,1.0,0.15066273306739067,0.8489388227462769,0.008483072742819786,0.0,0.008483072742819786,0.0,2606.0,46191.0,307200.0,balloon,49,1548266471.51724
1.0,1.0,0.8494097350424279,1.0088644306261323,1.010066219687605,0.8641524896743933,1.0177288612522648,1.0201324393752096,0.8782378552420946,1.0443220329203227,1.050331098438024,0.9162212866837717,1.0886440658406453,1.1006621968760484,0.9639502327322195,1.132966098760968,1.1509932953140725,0.9914415920297122,1.1772881316812907,1.2013243937520965,1.0,0.15059026495757216,0.8509733080863953,0.04159179702401161,0.0020349064725678954,0.041507162153720856,26.0,12777.0,46161.0,307200.0,balloon,50,1548266471.55062
1.0,1.0,0.8503224709252888,1.008801269625151,1.0099591337645204,0.8649755606023433,1.0176024190570696,1.0199182675290408,0.8789742074888621,1.0440061077392904,1.049795668822602,0.9167225687979076,1.0880122154785805,1.0995913376452038,0.9641578895072688,1.1320183232178709,1.1493870064678058,0.9914879630652966,1.1760244309571612,1.1991826752904078,1.0,0.1496775290747112,0.8491829633712769,0.09786458313465118,0.8210151676423629,0.017516275867819786,24683.0,30064.0,45858.0,307200.0,balloon,51,1548266471.58399
1.0,1.0,0.848355452594105,1.0089375595419465,1.0101862128570633,0.8632019384114085,1.0178751190838928,1.0203723533050957,0.87738702530261,1.0446877977097322,1.0509307746491927,0.9156423811359518,1.0893755954194646,1.1018615492983854,0.9637105583748693,1.1340633931291968,1.1527923239475781,0.9913881192527789,1.1787511908389292,1.2037230985967708,1.0,0.15164454740589497,0.8455371260643005,0.08669596910476685,0.9264070889497992,0.0063802083022892475,24673.0,26633.0,46409.0,307200.0,balloon,52,1548266471.61736
1.0,1.0,0.8460602691345509,1.0090975172096583,1.0102795615716893,0.8611326752103442,1.018194792846348,1.0205589787715692,0.8755350802207464,1.0454872236888386,1.0513975191148275,0.9143825266783486,1.090974447377677,1.1027950382296552,0.9631894758306332,1.1364616710665156,1.1541925573444827,0.9912720407491845,1.1819488947553543,1.2055900764593102,1.0,0.15393973086544907,0.8494661450386047,0.08688802272081375,0.9299040911134422,0.006090494804084301,24821.0,26692.0,47191.0,307200.0,balloon,53,1548266471.65073
